toi,ra,dec,st_dist,sky_coord.ra,sky_coord.dec,frame_hash
2635.01,151.148732,-42.905058,792.01,151.148732,-42.905058,3940553320979315299
2636.01,162.41273,-50.599282,502.342,162.41273,-50.599282,1785185890981561867
2637.01,110.426175,-64.014145,874.657,110.426175,-64.014145,2861059507797006683
2638.01,159.842558,-55.491807,647.694,159.842558,-55.491807,-534439836423307361
185.01,24.354462,-45.677794,123.483,24.354462,-45.677794,8922472600816287213
1850.01,195.761884,21.923072,171.205,195.761884,21.923072,6941654402055745009
1851.01,197.748635,6.686564,274.942,197.748635,6.686564,4561166230867040344
1852.01,197.072025,23.120937,543.277,197.072025,23.120937,7632847430741012106
1853.01,211.459347,16.99237,165.105,211.459347,16.99237,-7739748278885494547
1854.01,206.845428,19.758454,346.457,206.845428,19.758454,488909538408073028
1855.01,205.353953,17.686872,176.833,205.353953,17.686872,1366921704034486330
1856.01,234.099145,57.890738,210.486,234.099145,57.890738,1037079051992279476
1857.01,199.607344,35.953983,317.527,199.607344,35.953983,9126018708767305715
1858.01,199.412592,22.850101,205.385,199.412592,22.850101,-374559208001012611
1859.01,279.831764,69.522873,224.385,279.831764,69.522873,-474471201769513301
186.01,51.750188,-63.500166,16.32,51.750188,-63.500166,4473750624776584176
186.02,51.750188,-63.500166,16.32,51.750188,-63.500166,7331659061093752996
1860.01,226.456731,64.047682,45.864,226.456731,64.047682,5290772771461299410
1861.01,130.80013,-83.061258,135.758,130.80013,-83.061258,2491328830975903044
1862.01,264.26302,53.021275,527.995,264.26302,53.021275,-5722914340589720896
1863.01,273.580728,57.992976,383.432,273.580728,57.992976,7610404764268670828
1864.01,284.443905,69.570837,559.068,284.443905,69.570837,4182633510286759723
194.01,5.160562,-23.935789,211.877,5.160562,-23.935789,3686264728143936675
1940.01,212.647819,-27.993072,264.051,212.647819,-27.993072,8745423593079458395
1941.01,95.102051,-66.400466,153.896,95.102051,-66.400466,-5213257622098707738
1942.01,122.61813,-65.852379,130.335,122.61813,-65.852379,2442841065167511265
1943.01,183.704117,-63.086718,129.892,183.704117,-63.086718,8634727153645208799
1944.01,159.580056,-61.289786,525.922,159.580056,-61.289786,8484127693290497120
1945.01,137.66287,-64.471528,279.155,137.66287,-64.471528,4157960502384474603
1946.01,217.279625,-43.361979,230.033,217.279625,-43.361979,-8695381456908055232
1947.01,156.738469,-60.665225,,156.738469,-60.665225,665102161452567148
1948.01,88.071315,-70.920308,219.482,88.071315,-70.920308,2961976864437456693
1949.01,182.772117,-52.672196,200.156,182.772117,-52.672196,5588676403578887454
195.01,24.605139,-55.772001,151.068,24.605139,-55.772001,2303058141276494047
1950.01,189.810101,-69.542013,362.573,189.810101,-69.542013,4425074123304451528
1951.01,172.156226,-78.801587,278.462,172.156226,-78.801587,-1654157702542945934
1952.01,154.996219,-79.802603,241.981,154.996219,-79.802603,-229364018482953354
1953.01,215.145569,-41.983318,253.478,215.145569,-41.983318,-111653918101591406
1954.01,165.033297,-59.978409,232.276,165.033297,-59.978409,-6842706755702557652
1955.01,206.105083,-40.336403,22.4731,206.105083,-40.336403,8478881152965310966
2030.01,349.672086,68.299217,367.355,349.672086,68.299217,-9095155145008107447
2031.01,331.117808,81.565951,276.105,331.117808,81.565951,-7070641368646797339
2032.01,333.311732,81.739729,293.0,333.311732,81.739729,4041303223865703996
2033.01,17.680098,65.249648,281.184,17.680098,65.249648,-3241262092824801012
2034.01,351.380744,54.601182,909.511,351.380744,54.601182,-7906723830863526357
2035.01,17.73671,61.092107,359.404,17.73671,61.092107,-5204984916073180792
2036.01,233.014923,24.085016,231.827,233.014923,24.085016,-6914752222082447992
2037.01,234.861293,55.153498,263.958,234.861293,55.153498,-3997291383684628524
2037.02,234.861293,55.153498,263.958,234.861293,55.153498,-1123012026523833841
2038.01,293.914601,81.554791,603.172,293.914601,81.554791,-1272264891589602077
2039.01,307.022746,61.871411,276.053,307.022746,61.871411,3515499647465673617
204.01,12.97601,-59.343647,95.3428,12.97601,-59.343647,-5623690197465244573
2040.01,352.27473,71.506474,144.717,352.27473,71.506474,-3576500819790445399
2041.01,19.234846,62.35169,177.331,19.234846,62.35169,914934410514524363
2042.01,350.369407,60.801171,511.22,350.369407,60.801171,-3511788054294806872
2043.01,0.977557,59.334681,203.562,0.977557,59.334681,-4761493156573471827
2044.01,351.880281,61.392515,664.006,351.880281,61.392515,7124922575611360940
2045.01,1.119248,54.934497,366.962,1.119248,54.934497,2358950218278613465
2109.01,253.186297,16.579915,262.041,253.186297,16.579915,160305373445109316
211.01,110.279707,-68.578366,121.321,110.279707,-68.578366,2385399653620916978
2110.01,282.229631,78.568946,182.323,282.229631,78.568946,4272154275120690449
2111.01,260.096376,20.281856,83.1749,260.096376,20.281856,6227710871249261025
2112.01,343.854335,70.29729,86.1058,343.854335,70.29729,-283597927989120236
2112.02,343.854335,70.29729,86.1058,343.854335,70.29729,9160827678725681263
2113.01,267.354593,40.457105,250.755,267.354593,40.457105,-3261319035322756268
2114.01,261.096395,33.205073,317.845,261.096395,33.205073,389751348268684893
2115.01,19.595393,63.545086,213.097,19.595393,63.545086,-5653145530346224740
2116.01,23.829473,72.936844,239.945,23.829473,72.936844,-154642439363834073
2117.01,25.690461,65.895769,255.917,25.690461,65.895769,-5183972975290912803
2118.01,242.201,35.691135,186.825,242.201,35.691135,-810363634980862663
2119.01,244.429882,26.304211,31.4006,244.429882,26.304211,-2723349986677391699
212.01,22.550024,-59.583246,,22.550024,-59.583246,6327443569333504647
2120.01,23.507315,65.513988,32.1755,23.507315,65.513988,406361729639419267
2121.01,263.944366,36.196492,,263.944366,36.196492,-8625776461506113581
2122.01,264.27351,25.731147,511.388,264.27351,25.731147,8247186146419602831
1865.01,242.919358,58.477001,757.572,242.919358,58.477001,264203083175427316
1866.01,295.382219,57.325664,1152.5,295.382219,57.325664,-3593455922014773611
1867.01,295.558877,59.589129,775.054,295.558877,59.589129,-5004274155038792169
1868.01,247.125627,69.030975,766.271,247.125627,69.030975,-6521422347676987673
1869.01,37.530328,-79.75656,305.601,37.530328,-79.75656,-4294646780881412445
187.01,94.615541,-57.013501,184.529,94.615541,-57.013501,-5238356258447899100
1870.01,285.020668,63.42983,876.378,285.020668,63.42983,5231792947587745304
1871.01,251.235703,77.344038,526.243,251.235703,77.344038,961933159532361852
1872.01,296.257303,64.791904,608.57,296.257303,64.791904,4121025291006921288
1873.01,212.568476,84.371858,182.014,212.568476,84.371858,3431325227293623077
1873.02,212.568476,84.371858,182.014,212.568476,84.371858,1497868095344837415
1873.03,212.568476,84.371858,182.014,212.568476,84.371858,4146136915313700749
1874.01,281.44921,56.381701,639.003,281.44921,56.381701,6822778648344099654
1875.01,268.6609,60.356411,677.874,268.6609,60.356411,2798746309586550010
1876.01,271.611889,62.176751,1119.32,271.611889,62.176751,3427049648016903533
1877.01,249.519983,77.756401,565.519,249.519983,77.756401,-8778743130538924187
1878.01,262.605271,63.123014,603.015,262.605271,63.123014,-7490354850005553484
1956.01,213.978422,-62.906643,191.877,213.978422,-62.906643,6760481497895764614
1957.01,134.966386,-67.955597,206.826,134.966386,-67.955597,-5178250730013540222
1958.01,175.33562,-78.163008,496.731,175.33562,-78.163008,-9030039410311488584
1959.01,166.085979,-67.991833,407.801,166.085979,-67.991833,6459028264554198111
196.01,14.551689,-64.761541,292.32,14.551689,-64.761541,-6650435119392903274
1960.01,173.314149,-60.075995,400.718,173.314149,-60.075995,8760877739280584465
1961.01,211.593423,-40.523909,240.34,211.593423,-40.523909,-3511724187318655574
1962.01,228.629109,-43.387085,326.628,228.629109,-43.387085,1250722967130201473
1963.01,221.343502,-54.761146,158.09,221.343502,-54.761146,5288058346592434214
1964.01,201.642206,-39.629886,405.208,201.642206,-39.629886,4741902178035496086
1965.01,223.151952,-61.568677,401.097,223.151952,-61.568677,2658240573902582910
1966.01,209.982525,-43.327316,254.169,209.982525,-43.327316,5736151782965780734
1967.01,174.845028,-65.176299,186.789,174.845028,-65.176299,8507419920006336923
1968.01,212.193247,-56.322341,357.686,212.193247,-56.322341,4396278602684661975
1969.01,222.333572,-60.080256,106.955,222.333572,-60.080256,6542094344663192400
197.01,353.033186,-21.801201,95.5483,353.033186,-21.801201,-6189710100515554496
1970.01,190.720365,-53.688304,421.946,190.720365,-53.688304,-8768454984421480813
2046.01,16.184942,74.331306,289.668,16.184942,74.331306,-7535419718414122156
2047.01,5.867146,71.158807,196.538,5.867146,71.158807,-5728437948817050534
2048.01,237.924107,52.306308,116.567,237.924107,52.306308,-4131137992198427178
2049.01,346.90982,56.694513,571.487,346.90982,56.694513,-8902990671370436457
205.01,7.975464,-56.965081,177.759,7.975464,-56.965081,-3999277483216124307
2050.01,323.908297,65.437536,113.725,323.908297,65.437536,7009032855432109646
2051.01,336.295039,67.971168,809.88,336.295039,67.971168,1671983932838680162
2052.01,238.501017,19.596887,115.724,238.501017,19.596887,-8705770713105575101
2053.01,310.331372,82.435302,583.511,310.331372,82.435302,-4670005593628747748
2054.01,358.248392,60.481667,,358.248392,60.481667,5918527889884189753
2055.01,324.238857,69.283946,376.423,324.238857,69.283946,9002886894818883829
2056.01,2.599567,58.489439,92.8913,2.599567,58.489439,-7503915082938543117
2057.01,226.116513,28.215715,255.849,226.116513,28.215715,-8372022097855978822
2058.01,359.678289,62.625907,550.191,359.678289,62.625907,6876508183068253905
2059.01,5.198855,55.542814,385.274,5.198855,55.542814,-3436937503122075266
206.01,73.73822,-62.521874,47.7465,73.73822,-62.521874,7107406801416530510
2060.01,13.27005,60.618112,914.062,13.27005,60.618112,-2973964263684736608
2061.01,4.747716,56.367066,78.9495,4.747716,56.367066,-9154981884920972140
2123.01,243.940883,17.023904,86.2732,243.940883,17.023904,3313004156198998953
2124.01,268.304336,37.21174,515.98,268.304336,37.21174,-4755735042195465277
2125.01,267.640491,36.570176,368.03,267.640491,36.570176,-6003168827136777929
2126.01,268.029111,37.546327,231.337,268.029111,37.546327,506072601914444546
2127.01,256.346376,33.012325,161.4,256.346376,33.012325,1247065015215835960
2128.01,256.9818,32.105303,36.578,256.9818,32.105303,-8658988851176014183
2129.01,260.116172,38.242168,222.663,260.116172,38.242168,-3872157293289899857
213.01,38.887291,-71.624247,54.3256,38.887291,-71.624247,-8312737184208835444
213.02,38.887291,-71.624247,54.3256,38.887291,-71.624247,-1195236642888230585
2130.01,271.537672,26.426606,344.05,271.537672,26.426606,5796381891534926248
2131.01,278.631741,35.661431,231.161,278.631741,35.661431,2452771926356123097
2132.01,283.305449,24.127248,197.572,283.305449,24.127248,-8209651570997863319
2133.01,261.243831,32.798397,75.1973,261.243831,32.798397,7367161144641765312
2134.01,271.935501,39.072927,22.6202,271.935501,39.072927,3798549976790761988
2134.02,271.935501,39.072927,22.6202,271.935501,39.072927,3402609994027816983
2135.01,274.405533,36.621462,303.336,274.405533,36.621462,-8153336659084283922
1879.01,289.861603,59.670112,982.768,289.861603,59.670112,6495458886152499778
188.01,44.555588,-70.760786,210.812,44.555588,-70.760786,8508241935545766410
1880.01,182.726187,-75.13193,102.608,182.726187,-75.13193,-4812065204997724574
1881.01,110.369675,-45.567737,294.281,110.369675,-45.567737,8861500827498943792
1882.01,212.839201,-75.833202,708.598,212.839201,-75.833202,-7036138213146926110
1883.01,134.089246,-12.930644,115.369,134.089246,-12.930644,6255516188195016366
1884.01,261.129456,67.989121,340.55,261.129456,67.989121,-6867639415940905820
1885.01,304.665223,66.155954,560.901,304.665223,66.155954,-6973578067566549245
1886.01,333.559696,-55.373338,529.373,333.559696,-55.373338,2451195364417180895
1887.01,271.368524,75.145628,138.272,271.368524,75.145628,-1110407939015653419
1888.01,156.250032,-60.575142,521.829,156.250032,-60.575142,-2406681089370107159
1889.01,324.128236,-52.513101,211.794,324.128236,-52.513101,4572784719544596684
189.01,100.807811,-55.244376,181.879,100.807811,-55.244376,-934800718424959509
1890.01,279.744502,79.23835,372.335,279.744502,79.23835,-7194217549564112927
1891.01,345.630986,-46.085195,135.265,345.630986,-46.085195,-4638961799579469809
1892.01,5.165323,-33.984476,97.4697,5.165323,-33.984476,2366990180582554072
1971.01,194.769773,-57.253713,247.145,194.769773,-57.253713,7234016022189180859
1972.01,176.070255,-59.911853,202.033,176.070255,-59.911853,2132588701647439972
1973.01,220.4268,-33.826133,204.984,220.4268,-33.826133,5672222425253569543
1974.01,171.378387,-67.778575,238.426,171.378387,-67.778575,-3919394565851469024
1975.01,168.076087,-60.93258,205.367,168.076087,-60.93258,1778107230579808624
1976.01,212.846611,-50.069977,201.2072,212.846611,-50.069977,-2411473623306818437
1977.01,216.147711,-60.383601,437.902,216.147711,-60.383601,2058412228117689929
1978.01,161.140515,-59.737608,2503.46,161.140515,-59.737608,-7843392645249051748
1979.01,161.046711,-59.92517,395.582,161.046711,-59.92517,-8981527042263564329
198.01,2.271509,-27.121745,23.7262,2.271509,-27.121745,-7635465913112036395
1980.01,218.270079,-43.298512,343.388,218.270079,-43.298512,-5595271732509320523
1981.01,155.59062,-63.65462,540.252,155.59062,-63.65462,3047508434637988023
1982.01,207.584824,-23.383379,266.509,207.584824,-23.383379,-8953041449508579782
1983.01,127.281049,-57.194209,162.148,127.281049,-57.194209,-8533024916071515107
1984.01,168.871533,-44.428987,252.81,168.871533,-44.428987,-6384746135534322865
1985.01,148.390562,-58.376077,332.321,148.390562,-58.376077,7082532407252726591
1986.01,144.023758,-51.744648,,144.023758,-51.744648,-5375047242729114112
1987.01,185.331855,-14.062379,273.491,185.331855,-14.062379,-2400267677335207445
2062.01,27.778642,63.081422,419.142,27.778642,63.081422,-5897762721383476688
2063.01,331.70177,63.599044,514.968,331.70177,63.599044,5969932076966865167
2064.01,254.130502,44.302536,246.353,254.130502,44.302536,-6463588479965631747
2065.01,192.577265,26.159536,234.294,192.577265,26.159536,-63238972772482157
2066.01,228.631968,-43.385063,326.04,228.631968,-43.385063,-5782776211158770440
2067.01,167.865299,71.540754,138.308,167.865299,71.540754,8500268363596266116
2068.01,186.27356,60.418346,52.9328,186.27356,60.418346,5181933355446658479
2069.01,245.728968,61.694836,38.6215,245.728968,61.694836,-5186798932672035856
207.01,94.218082,-58.229798,969.506,94.218082,-58.229798,-8051360663655967316
2070.01,219.043374,68.940695,148.003,219.043374,68.940695,2431308482969993506
2071.01,256.601181,57.661033,231.311,256.601181,57.661033,4970569104973431987
2072.01,173.986546,75.546629,39.1185,173.986546,75.546629,-7433910622661106079
2073.01,209.882326,58.93291,123.946,209.882326,58.93291,-8558545720781883759
2074.01,218.184395,43.756428,131.275,218.184395,43.756428,8187363259524674366
2075.01,210.044615,38.705641,74.1469,210.044615,38.705641,-7925892410921144582
2076.01,217.392016,39.790399,41.9091,217.392016,39.790399,-2036339408026019816
2076.02,217.392016,39.790399,41.9091,217.392016,39.790399,-6753832841400331920
2136.01,281.176343,36.563132,33.3631,281.176343,36.563132,3598372095676632642
2137.01,274.143956,34.173012,244.755,274.143956,34.173012,-2824912160191339607
2138.01,281.6619,41.56002,772.026,281.6619,41.56002,6961864201058334640
2139.01,267.284885,29.879043,298.214,267.284885,29.879043,4766540949384118883
214.01,99.458741,-70.931327,38.96,99.458741,-70.931327,-769877552251722411
214.02,99.458741,-70.931327,38.96,99.458741,-70.931327,-5166462202073950547
2140.01,286.808526,49.316421,215.32,286.808526,49.316421,6547589260568709763
2141.01,258.762346,18.340345,77.682,258.762346,18.340345,-2321364045406904128
2142.01,267.046624,15.980109,27.7525,267.046624,15.980109,-4136495244888655961
2143.01,62.572982,75.170931,378.684,62.572982,75.170931,3247927602399551788
2144.01,350.25314,79.441782,105.806,350.25314,79.441782,-2823429326289997836
2145.01,263.758075,40.695043,224.731,263.758075,40.695043,-667494546222696164
2146.01,269.989998,29.655175,402.908,269.989998,29.655175,6795549467721396164
2147.01,155.641594,83.083724,282.108,155.641594,83.083724,-9039356577121072458
2148.01,281.814167,64.806519,299.668,281.814167,64.806519,3354692314364440090
2149.01,285.596508,42.507414,222.25,285.596508,42.507414,1564062091057415998
215.01,7.318008,-63.790623,166.485,7.318008,-63.790623,-3600642360449195233
1893.01,326.438392,79.613939,134.912,326.438392,79.613939,854950672741117070
1894.01,100.798591,-78.281094,178.372,100.798591,-78.281094,1298316161802043478
1895.01,243.713459,-81.680597,206.229,243.713459,-81.680597,4628816805086531417
1896.01,352.17861,47.349521,169.851,352.17861,47.349521,-3231288245068457679
1897.01,48.370422,75.268379,158.493,48.370422,75.268379,8443107612773196899
1897.02,48.370422,75.268379,158.493,48.370422,75.268379,-1861678235143475243
1898.01,144.5553,23.546746,79.6682,144.5553,23.546746,7981460003564893568
1899.01,299.426847,40.143346,128.438,299.426847,40.143346,4908414594863164280
190.01,36.775811,-50.284425,157.963,36.775811,-50.284425,-2415708383581572938
1900.01,67.418582,-28.197215,623.232,67.418582,-28.197215,-7799109663539046526
1901.01,140.087589,-31.269212,555.134,140.087589,-31.269212,6392616361012576244
1902.01,180.208788,-46.13642,960.109,180.208788,-46.13642,2985805619543794246
1903.01,68.136479,-38.968297,715.383,68.136479,-38.968297,2651963459913808392
1904.01,180.165072,-45.799456,564.409,180.165072,-45.799456,5838944781606343289
1905.01,188.386428,-10.146214,64.7414,188.386428,-10.146214,2516766908676905912
1906.01,168.292908,-17.657779,310.841,168.292908,-17.657779,8283578950525608423
1907.01,199.433742,-47.237575,538.11,199.433742,-47.237575,-2243819337312324116
1988.01,190.132487,-48.740903,299.378,190.132487,-48.740903,-2009773271589809149
1989.01,176.866343,-64.882975,1541.16,176.866343,-64.882975,-517648662939796046
199.01,80.105873,-59.895433,102.27,80.105873,-59.895433,2739469629827423180
1990.01,158.670633,-59.748482,171.127,158.670633,-59.748482,3399000301410514992
1991.01,169.958638,-51.866071,268.254,169.958638,-51.866071,-6530125875208325855
1992.01,162.91688,-44.984741,375.933,162.91688,-44.984741,-3153325784004137195
1993.01,152.28015,-72.798117,290.78,152.28015,-72.798117,-5583310573282881673
1994.01,147.174575,-51.756564,515.603,147.174575,-51.756564,-6863988657083199509
1995.01,143.466387,-53.561643,873.401,143.466387,-53.561643,-3964749950369620867
1996.01,178.547176,-46.896887,422.884,178.547176,-46.896887,-5414535666056365875
1997.01,181.632505,-31.645713,254.439,181.632505,-31.645713,7729438986922268820
1998.01,184.259218,-51.075153,218.438,184.259218,-51.075153,8355203923905736509
1999.01,156.995108,-48.428547,183.691,156.995108,-48.428547,7478079077321293035
200.01,354.915467,-69.196043,44.0622,354.915467,-69.196043,1425466650461123657
2000.01,146.397063,-66.686631,175.713,146.397063,-66.686631,4015361753801844505
2000.02,146.397063,-66.686631,175.713,146.397063,-66.686631,-8346811174021262278
2001.01,128.181355,-58.575511,500.027,128.181355,-58.575511,-3627331700103308938
2002.01,134.190203,-61.371461,296.179,134.190203,-61.371461,-347604902405127228
2076.03,217.392016,39.790399,41.9091,217.392016,39.790399,-1357445893343175081
2077.01,244.376954,68.894664,91.8282,244.376954,68.894664,6834371451385305773
2078.01,227.179973,82.446925,151.103,227.179973,82.446925,-2501688545268636121
2079.01,185.338193,57.752364,37.066,185.338193,57.752364,-4955799553793036985
2079.02,185.338193,57.752364,37.066,185.338193,57.752364,2096780414246947938
208.01,53.28158,-72.744051,148.372,53.28158,-72.744051,-7696309929330768812
2080.01,250.382981,80.04588,141.436,250.382981,80.04588,5243210349447155429
2081.01,264.302263,53.025567,62.3446,264.302263,53.025567,-6301987915104266991
2081.02,264.302263,53.025567,62.3446,264.302263,53.025567,8595760669527700802
2082.01,241.581203,53.514641,63.7194,241.581203,53.514641,-3226505151675409776
2083.01,284.767733,60.154455,146.594,284.767733,60.154455,4260797198865384952
2084.01,259.254539,72.747023,114.549,259.254539,72.747023,6111673113250680911
2084.02,259.254539,72.747023,114.549,259.254539,72.747023,2090955291676932436
2085.01,152.223473,70.394557,84.5772,152.223473,70.394557,4834063470273257782
2086.01,285.921685,65.785672,202.265,285.921685,65.785672,-2624554730396643801
2086.02,285.921685,65.785672,202.265,285.921685,65.785672,976166849406804746
2150.01,264.591131,18.473875,370.536,264.591131,18.473875,-7695240589234709748
2151.01,275.117976,30.85588,277.934,275.117976,30.85588,-6896280650022034935
2152.01,26.338972,77.790123,303.006,26.338972,77.790123,-4122088396124848584
2153.01,274.87052,71.248626,238.675,274.87052,71.248626,-6186116839161300513
2154.01,71.028148,84.364265,296.46,71.028148,84.364265,3624877830007917351
2155.01,5.800269,84.452839,416.077,5.800269,84.452839,-3547933136390085088
2156.01,274.416666,23.917679,253.011,274.416666,23.917679,554594859255329035
2157.01,261.71771,25.84927,178.43,261.71771,25.84927,-5875945420854774863
2158.01,276.810053,20.526887,198.473,276.810053,20.526887,-6292132238579103560
2159.01,264.45404,47.230289,294.398,264.45404,47.230289,6793558089279338457
216.01,73.980013,-63.26033,177.945,73.980013,-63.26033,-7441558486451686714
216.02,73.980013,-63.26033,177.945,73.980013,-63.26033,-4903131578686052289
2160.01,291.125974,56.881296,244.804,291.125974,56.881296,-7904308012439793420
2161.01,304.444709,77.166678,73.1018,304.444709,77.166678,-2397336011790571978
2162.01,291.524023,58.510182,315.323,291.524023,58.510182,-3696736177609843084
2163.01,261.440953,23.057031,261.045,261.440953,23.057031,5562591092953398600
2164.01,277.907741,13.897884,529.49,277.907741,13.897884,2822648806448197289
2165.01,281.405754,16.415367,557.364,281.405754,16.415367,-8556591208464749156
2854.01,109.100834,-4.730664,1961.51,109.100834,-4.730664,-1884699851466830279
2855.01,123.43693,-18.877652,626.536,123.43693,-18.877652,-7424898093762807137
2856.01,101.010233,-26.030612,1238.08,101.010233,-26.030612,63814741892450420
2857.01,120.614522,-35.485708,802.97,120.614522,-35.485708,-1515108934993526912
2858.01,100.66585,-26.084036,,100.66585,-26.084036,146057407728700065
2859.01,107.27446,-39.164377,1047.94,107.27446,-39.164377,487922736534149115
286.01,90.984276,-60.666335,59.2293,90.984276,-60.666335,-940323882597335636
286.02,90.984276,-60.666335,59.2293,90.984276,-60.666335,-1037640607039936457
2860.01,120.504844,-30.622233,1267.82,120.504844,-30.622233,4593505409586410762
2861.01,106.939794,-38.43372,819.583,106.939794,-38.43372,-8090571946956893508
2862.01,93.577763,-42.883675,707.53,93.577763,-42.883675,-7255438787140195058
2863.01,110.446018,-22.597941,890.314,110.446018,-22.597941,8551735797840204194
2864.01,100.149235,-44.661655,748.5,100.149235,-44.661655,4075061734614592183
2865.01,97.015646,-35.398536,598.315,97.015646,-35.398536,8916125330090348011
2866.01,126.898381,-14.125433,456.797,126.898381,-14.125433,-1688204545315157455
2867.01,104.345323,-40.578998,1086.1,104.345323,-40.578998,-6241480967311963261
2868.01,98.965621,-41.56033,680.951,98.965621,-41.56033,-2364499010557534678
2869.01,109.657119,-13.064781,2887.19,109.657119,-13.064781,-5703347431061798283
287.01,356.283058,-17.449264,486.856,356.283058,-17.449264,5627851592765792957
2957.01,153.779587,-54.937282,888.14,153.779587,-54.937282,6614868583318963658
2958.01,153.250338,-58.763396,206.3,153.250338,-58.763396,-7888381001717708316
2959.01,150.368272,-59.851711,1001.96,150.368272,-59.851711,-1847014993725009661
296.01,353.105143,-45.909568,471.798,353.105143,-45.909568,2812857696741527423
2960.01,150.439538,-54.113651,1421.21,150.439538,-54.113651,-3525022451918177564
2961.01,156.12964,-49.765876,763.001,156.12964,-49.765876,-2397553276347001706
2962.01,147.510243,-55.451603,755.197,147.510243,-55.451603,-7492301745255963156
2963.01,145.150907,-55.815548,654.773,145.150907,-55.815548,5803273181525012626
2964.01,143.626372,-56.592738,644.948,143.626372,-56.592738,4308781905207871925
2965.01,160.908055,-47.790465,920.771,160.908055,-47.790465,-5622719196017698527
2966.01,150.73136,-48.628391,852.718,150.73136,-48.628391,4926712369970553439
2967.01,156.596157,-44.177389,512.984,156.596157,-44.177389,-8647064020469587791
2968.01,156.533167,-46.621981,825.971,156.533167,-46.621981,4364491154464892872
2969.01,150.062625,-47.445244,163.996,150.062625,-47.445244,-4457463145444154363
297.01,6.17695,-36.114458,461.513,6.17695,-36.114458,9135563132115949024
2970.01,165.500672,-25.690599,390.3626,165.500672,-25.690599,-6574000865069351558
2971.01,169.648172,-11.977097,622.713,169.648172,-11.977097,-9084155109937555049
2972.01,166.000894,-30.171945,724.88,166.000894,-30.171945,-7080786474884024238
2973.01,170.187631,-20.785861,508.705,170.187631,-20.785861,-8645696450115498617
3061.01,154.328233,-58.277113,2578.83,154.328233,-58.277113,-5404287920141404948
3062.01,153.673619,-55.379354,774.109,153.673619,-55.379354,-2749175736946713784
3063.01,153.114718,-58.081193,1411.83,153.114718,-58.081193,-8177214766527294892
3064.01,152.992107,-59.753708,5724.18,152.992107,-59.753708,7340092690121129213
3065.01,150.38774,-59.339479,1000.8,150.38774,-59.339479,8767146726469203246
3066.01,149.941406,-56.077873,337.489,149.941406,-56.077873,3711320458554395093
3067.01,161.949345,-59.033182,1269.3,161.949345,-59.033182,914187137475094089
3068.01,161.412843,-58.133377,1180.26,161.412843,-58.133377,-5432413790437338127
3069.01,158.941809,-50.498637,367.188,158.941809,-50.498637,-669099448441493108
307.01,350.578516,-22.67741,738.175,350.578516,-22.67741,-2107990210814831162
3070.01,173.39914,-56.702405,1689.05,173.39914,-56.702405,-3650832329707083772
3071.01,173.279052,-56.503387,485.219,173.279052,-56.503387,-3255955141826661407
3072.01,170.55529,-55.528909,1213.37,170.55529,-55.528909,3507352757778981315
3073.01,182.339327,-32.886681,511.362,182.339327,-32.886681,-4051142494428573253
3074.01,157.913593,-48.994078,481.009,157.913593,-48.994078,-3151728870169489760
3075.01,157.99031,-52.179142,871.063,157.99031,-52.179142,1286484455899334424
3076.01,157.399234,-53.658868,2138.77,157.399234,-53.658868,8298015510288754550
3077.01,146.924252,-56.98976,901.32,146.924252,-56.98976,-7035153360847793677
3078.01,146.555933,-56.299385,921.264,146.555933,-56.299385,7614447696573880002
3166.01,190.745817,-59.795682,1011.69,190.745817,-59.795682,5782498965395404172
3167.01,219.168773,-57.009862,688.505,219.168773,-57.009862,-2603671235130457261
3168.01,214.225596,-55.013245,326.088,214.225596,-55.013245,-6109922300583133663
3169.01,188.458725,-50.597457,684.827,188.458725,-50.597457,4238711035420900866
317.01,353.540235,-14.860039,446.344,353.540235,-14.860039,3235700622313705343
3170.01,167.095117,-71.234231,694.986,167.095117,-71.234231,2702166680994798818
3171.01,162.996504,-69.590115,811.401,162.996504,-69.590115,8576480729850277062
3172.01,161.321203,-68.46059,1373.41,161.321203,-68.46059,-6608045996755104389
3173.01,179.944412,-59.17366,590.194,179.944412,-59.17366,-1157000762823623274
3174.01,174.287225,-67.519336,1156.97,174.287225,-67.519336,492067229100482812
3175.01,161.524658,-61.869847,,161.524658,-61.869847,-2916146691379126416
3176.01,160.108553,-62.685964,546.557,160.108553,-62.685964,6632658022430317610
3177.01,183.95117,-64.567485,335.166,183.95117,-64.567485,3415722142997346342
3178.01,208.700857,-62.685154,1937.21,208.700857,-62.685154,750376150115025770
3179.01,155.142566,-62.650952,360.136,155.142566,-62.650952,-1234097941071410630
318.01,355.015732,-53.039017,319.923,355.015732,-53.039017,8519869178006310945
3180.01,152.638846,-67.577925,716.553,152.638846,-67.577925,-6816388417303138706
3181.01,151.49954,-66.897501,455.304,151.49954,-66.897501,7433048469416397627
3182.01,151.311753,-65.941982,469.912,151.311753,-65.941982,2099317643215278163
2870.01,111.797558,14.957871,423.114,111.797558,14.957871,3740969236531312247
2871.01,123.825652,-29.23165,879.564,123.825652,-29.23165,1102085497646082930
2872.01,119.619171,-35.664564,1142.16,119.619171,-35.664564,5896300554624079358
2873.01,97.790166,-39.210426,269.192,97.790166,-39.210426,-709855232043506150
2874.01,113.755213,-43.876527,398.13,113.755213,-43.876527,7945366141267573131
2875.01,110.778713,-11.990525,1833.11,110.778713,-11.990525,-1347743875076026969
