pl_name,hostname,pl_orbper,frame_hash
HAT-P-13 c,HAT-P-13,428.5,2082889003331047626
WASP-43 b,WASP-43,0.813475,-6157454192120947385
WASP-35 b,WASP-35,3.161575,1226668826724520085
WASP-48 b,WASP-48,2.143634,3426948596665191264
WASP-46 b,WASP-46,1.43037,-2467287014478426256
HAT-P-32 b,HAT-P-32,2.150008,6807810111439604866
HAT-P-33 b,HAT-P-33,3.474474,67921761724193661
KOI-13 b,KOI-13,1.7635892,-2882608080588501360
Kepler-17 b,Kepler-17,1.4857108,-4274731436699857093
WASP-50 b,WASP-50,1.9550959,-6626982808269567686
Qatar-2 b,Qatar-2,1.3371182,-6084827320498714510
Kepler-12 b,Kepler-12,4.4379637,-8730579345654235130
HAT-P-34 b,HAT-P-34,5.452654,2404352508250089206
KOI-13 b,KOI-13,1.7635877,6865519945693780037
WASP-78 b,WASP-78,2.17517632,4255005713115226380
WASP-79 b,WASP-79,3.6623866,-7697346120779339464
KELT-1 b,KELT-1,1.217514,6827677686343493837
KELT-2 A b,KELT-2 A,4.1137912,-8104863834271271400
HAT-P-3 b,HAT-P-3,2.899736,2767097850913817620
TrES-2 b,TrES-2,2.47061344,1113835802701332039
TrES-3 b,TrES-3,1.30618608,-1529525682406133482
HAT-P-4 b,HAT-P-4,3.0565114,-6837552736638372884
WASP-3 b,WASP-3,1.8468373,6554807546923445461
HAT-P-3 b,HAT-P-3,2.899737,4704735045714302442
HAT-P-38 b,HAT-P-38,4.640382,3085353474960115118
WASP-24 b,WASP-24,2.3412127,-3219381140031889626
WASP-1 b,WASP-1,2.5199449,6400278104102285183
WASP-4 b,WASP-4,1.33823187,8035407870453686006
WASP-5 b,WASP-5,1.62843142,5786064845863732780
WASP-7 b,WASP-7,4.9546416,-5431340880315462497
HAT-P-40 b,HAT-P-40,4.457243,5865017109703271092
HAT-P-41 b,HAT-P-41,2.694047,-8446544436604647209
WASP-13 b,WASP-13,4.353011,-5565422014947418235
WASP-19 b,WASP-19,0.78884,184812743699527815
WASP-26 b,WASP-26,2.7566004,-4839940030855385576
WASP-49 b,WASP-49,2.7817387,9016845676452011840
WASP-62 b,WASP-62,4.411953,9147812613851510517
WASP-63 b,WASP-63,4.37809,-6792100518640807716
Kepler-190 c,Kepler-190,3.763041531,4653041345581760710
Kepler-1241 b,Kepler-1241,18.5525701,3088413497276645267
Kepler-1165 c,Kepler-1165,29.9686052,3847717918307823273
Kepler-452 b,Kepler-452,384.843022,-2538436804564850080
Kepler-278 b,Kepler-278,30.159863,-2280944520844361213
K2-277 b,K2-277,6.327,4376581140599789945
KELT-8 b,KELT-8,3.24408156,7345472276439047369
Kepler-107 d,Kepler-107,7.9579290104,-4226930266105476011
Kepler-943 b,Kepler-943,49.7700907,8947118739068472563
Kepler-1978 b,Kepler-1978,10.84965239,1072228247033670953
Kepler-694 b,Kepler-694,6.365841612,-7668002445022513814
Kepler-142 c,Kepler-142,4.761705259,8099559426760698939
GJ 2126 b,GJ 2126,272.7,-3475770274303191651
Kepler-1370 b,Kepler-1370,20.2642023,8274305991095986061
Kepler-612 b,Kepler-612,3.722158895,6946689373743357957
Kepler-1298 b,Kepler-1298,7.12811928,906773975300116717
Kepler-1566 b,Kepler-1566,0.539915238,-5724151009020615520
Kepler-1152 b,Kepler-1152,1.65,-6308873313577946289
Kepler-891 b,Kepler-891,53.44950392,-8886044416449188723
Kepler-851 b,Kepler-851,8.50691,-3804898820440704908
Kepler-896 b,Kepler-896,144.547396,9400585331737648
HS Psc b,HS Psc,3.986,4516295456181150079
HD 134606 f,HD 134606,26.915,6751092497914613799
Kepler-391 c,Kepler-391,20.48624659,-3357422476894261208
Kepler-92 c,Kepler-92,26.72320347,1822366460727012241
Kepler-36 b,Kepler-36,13.84984567,7026458273927001760
YZ Cet d,YZ Cet,4.65627,-6667826631617201408
K2-35 c,K2-35,5.6084,4129048865923671411
Kepler-784 c,Kepler-784,17.15699959,1090016906880724
Kepler-350 c,Kepler-350,17.848508,-3235708603194244206
Kepler-1077 b,Kepler-1077,34.3511339,-4708480868685032779
Kepler-538 b,Kepler-538,81.73780699,2632903050935864178
Kepler-11 c,Kepler-11,13.024933,5405303206686512113
Kepler-1355 b,Kepler-1355,1.2895886,-6059400777705766382
Kepler-647 b,Kepler-647,16.2254649,2456480459149139745
Kepler-240 c,Kepler-240,7.95353767,-6721818998951446577
Kepler-972 b,Kepler-972,,-6412137380977607912
Kepler-100 d,Kepler-100,35.3330866,-1467326506633164821
Kepler-1866 b,Kepler-1866,11.6601667,-1422874336917330314
Kepler-1228 b,Kepler-1228,0.577369579,4296206733398247056
Kepler-1496 b,Kepler-1496,64.65886514,-8899843772271010685
Kepler-541 b,Kepler-541,5.08004339,-5640645209750186312
Kepler-1859 c,Kepler-1859,3.59645081,-789340090033538359
Kepler-1915 b,Kepler-1915,13.8354142,4607848629716184397
Kepler-242 c,Kepler-242,14.49652389,-6980972744107473223
Kepler-613 b,Kepler-613,15.77955,-8438672443294420018
Kepler-261 c,Kepler-261,24.57081569,-6376207587426296582
TOI-778 b,TOI-778,4.6336155,-1645991720520323710
Kepler-18 b,Kepler-18,3.5046913,5488998327945529888
TOI-2285 b,TOI-2285,13.635109,-4665915206267321539
TrES-5 b,TrES-5,1.482246865,-1644734224951197861
TOI-4184 b,TOI-4184,4.9019804,-6876005656013498212
TOI-1268 b,TOI-1268,8.157721,-6446685054668853391
HATS-22 b,HATS-22,4.72281727,8316501868399694430
KELT-2 A b,KELT-2 A,4.1137862,8432595643964054791
HAT-P-38 b,HAT-P-38,4.64012692204,1961618030339347093
KELT-20 b,KELT-20,3.4741012,-6832939348947998952
TOI-7041 b,TOI-7041,9.691,1144667825180781864
WASP-16 b,WASP-16,3.118536,-6049346170040918404
WASP-15 b,WASP-15,3.752062,-2735803118793561989
WASP-131 b,WASP-131,5.32205050955,-2463497642552032129
WASP-46 b,WASP-46,1.43036994965,7115548256334639021
WASP-62 b,WASP-62,4.4119378,6103551418121645467
WASP-95 b,WASP-95,2.18466694872,7428800773067858079
WASP-100 b,WASP-100,2.8493825,5286144659093252525
WASP-94 A b,WASP-94 A,3.9502008,2153644956796005823
WASP-8 b,WASP-8,8.1587261,7072372464076914423
WASP-97 b,WASP-97,2.0727598,5187613644122379670
WASP-6 b,WASP-6,3.36100125301,-4022333524889381410
WASP-96 b,WASP-96,3.42525631341,2026824995997684408
WASP-5 b,WASP-5,1.6284288331,706318637108075507
WASP-50 b,WASP-50,1.95509315621,-2868974753769117575
WASP-77 A b,WASP-77 A,1.36002827982,-6258858590413842658
HD 189733 b,HD 189733,2.21857480391,6484215928021472871
Ross 176 b,Ross 176,5.006622,-2776408811385742369
WASP-11 b,WASP-11,3.72246259498,-1852220078666480990
WASP-28 b,WASP-28,3.408833,746566576334345658
WASP-32 b,WASP-32,2.7186256,-1315889811580329423
WASP-75 b,WASP-75,2.4841975,-6567959545801458149
XO-4 b,XO-4,4.1250429,182498083459394886
WASP-12 b,WASP-12,1.09143044696,-7115598977848156936
HAT-P-4 b,HAT-P-4,3.0565259,-6974438785606314012
HAT-P-2 b,HAT-P-2,5.633477,4158779700394850428
TrES-3 b,TrES-3,1.3061880169,-163802184279255466
WASP-76 b,WASP-76,1.8098810771,5237554245348002564
HAT-P-19 b,HAT-P-19,4.00882450354,4069973894795314816
KOI-13 b,KOI-13,1.7635881,2265257005696474203
TrES-1 b,TrES-1,3.03007145827,2382669523660159771
TOI-1238 c,TOI-1238,3.29476891974,4952848394927174134
TOI-1238 b,TOI-1238,0.76458065849,5847824997421893030
HAT-P-34 b,HAT-P-34,5.4526479,7957764137118019036
HAT-P-7 b,HAT-P-7,2.2047452,-4444538372854629437
KELT-16 b,KELT-16,0.96899271754,-7104313972192938230
HAT-P-6 b,HAT-P-6,3.8529998,7576608412794139579
HAT-P-1 b,HAT-P-1,4.4652986,6183480360182692648
HAT-P-3 b,HAT-P-3,2.8997405,3186779102079806845
HAT-P-16 b,HAT-P-16,2.7759678,5933834170778549872
Qatar-1 b,Qatar-1,1.4200248,-6115967961641081770
KELT-1 b,KELT-1,1.2174936,8740158356402725048
WASP-17 b,WASP-17,3.7354838,1698112808033730527
TrES-4 b,TrES-4,3.55392834409,-7224941797936965000
HAT-P-18 b,HAT-P-18,5.50806821746,-5986208173937522347
WASP-3 b,WASP-3,1.8468345,-4738634030477109022
HAT-P-5 b,HAT-P-5,2.78847226599,-1176719936778082257
TrES-2 b,TrES-2,2.470611418,8174122458860112907
Kepler-12 b,Kepler-12,4.43797265828,-7110466540709341871
Kepler-5 b,Kepler-5,3.54844807426,8337860399871042866
WASP-7 b,WASP-7,4.954648,7924551189853229122
WASP-26 b,WASP-26,2.75673948743,-2194243539145692886
WASP-33 b,WASP-33,1.21983821253,991124720927598618
WASP-48 b,WASP-48,2.14363640031,5186520005516579333
XO-3 b,XO-3,3.1915257,4958711990696838716
KELT-7 b,KELT-7,2.7347651,-6962610093890421353
HAT-P-33 b,HAT-P-33,3.4744763,-8577347578816983126
TOI-1743 b,TOI-1743,4.2660553,2539609971841508829
KELT-3 b,KELT-3,2.7033942,-4457154639603973315
WASP-13 b,WASP-13,4.3532339,-4853728934938779375
HAT-P-22 b,HAT-P-22,3.2122302,-6059621993872342572
GJ 436 b,GJ 436,2.64388561055,-4587015581103955394
KELT-6 b,KELT-6,7.8456075,-6929115590640610691
HAT-P-12 b,HAT-P-12,3.2130578,7262901614743343855
Kepler-6 b,Kepler-6,3.23469439654,6606884281022885324
HAT-P-20 b,HAT-P-20,2.8753183,-5438323781079290594
WASP-104 b,WASP-104,1.7554285353,-4070012162315691044
WASP-65 b,WASP-65,2.31142033564,4285139744004867471
XO-1 b,XO-1,3.9415041,-1886488670561444380
HD 149026 b,HD 149026,2.8758831,-6739450939522120603
HAT-P-13 b,HAT-P-13,2.91640044952,-724217673273031726
TOI-5422 b,TOI-5422,5.37679969837,394759220740308764
WASP-14 b,WASP-14,2.2438471,-3095989016066037913
WASP-37 b,WASP-37,3.57718908979,2652045015235032486
WASP-39 b,WASP-39,4.05528321079,-1844357800435736255
WASP-24 b,WASP-24,2.3409909,-7718604097824665775
WASP-18 b,WASP-18,0.9414525,4716152043841027974
WASP-29 b,WASP-29,3.9227122,-3414280183806916704
WASP-72 b,WASP-72,2.21674,-6979812948727620505
WASP-140 b,WASP-140,2.23598645524,4097691479998504197
WASP-35 b,WASP-35,3.16156970081,-7238324446766339784
WASP-101 b,WASP-101,3.58570760707,4096684895476809114
WASP-64 b,WASP-64,1.57328484098,-1096246834138961702
KELT-9 b,KELT-9,1.48109028542,4654147785180132688
WASP-107 b,WASP-107,,-6341889590509695049
HAT-P-41 b,HAT-P-41,2.69403477519,-5592126609640336826
Kepler-17 b,Kepler-17,1.4857147966,-8645915974695287692
CoRoT-2 b,CoRoT-2,1.74301433466,4836355823920155712
WASP-2 b,WASP-2,2.15216301909,-338342599672707609
HAT-P-23 b,HAT-P-23,1.21291385425,-6702043850485523200
TOI-5799 b,TOI-5799,4.16454481954,1061030136238943268
WASP-80 b,WASP-80,3.06781598971,7090604054688950438
TrES-3 b,TrES-3,1.306186,5834632420940221575
K2-121 b,K2-121,5.185768,8664164197722144297
Kepler-506 b,Kepler-506,6.8834148502,8488977653388454580
55 Cnc e,55 Cnc,,-3329090361307302591
Kepler-76 b,Kepler-76,1.544928892,-7646818258462683587
TOI-954 b,TOI-954,3.6849729,-2077639134371142793
WASP-145 A b,WASP-145 A,1.76903814,6316072849119519363
WASP-10 b,WASP-10,3.09272932,9022622276297278773
WASP-14 b,WASP-14,2.2437661,-6076151009224182604
WASP-18 b,WASP-18,0.9414523,4948541890299952142
WASP-26 b,WASP-26,2.7565972,-8405454265445621164
WASP-28 b,WASP-28,3.40883,5311258492075570931
WASP-29 b,WASP-29,3.9227186,7413595233378087641
WASP-2 b,WASP-2,2.15222163,-3150395469151752439
WASP-32 b,WASP-32,2.7186591,8899916543394043890
WASP-34 b,WASP-34,4.3176782,-4982888361399050674
WASP-36 b,WASP-36,1.5373653,6715555425659632284
WASP-37 b,WASP-37,3.577469,9162792206099494817
WASP-39 b,WASP-39,4.0552947,1306922057333768229
WASP-3 b,WASP-3,1.8468351,1019437024213510033
WASP-43 b,WASP-43,0.81347437,1447955974915095323
WASP-4 b,WASP-4,1.338231624,-1231353101392289526
WASP-50 b,WASP-50,1.9550938,-8544819026946369098
WASP-5 b,WASP-5,1.62842953,-1382755716937031152
WASP-6 b,WASP-6,3.36100239,-8342477113401014867
XO-1 b,XO-1,3.94150685,-4150117124142865482
XO-2 N b,XO-2 N,2.61585922,3904943734256559654
XO-4 b,XO-4,4.1250823,-3268577861365719407
WASP-78 b,WASP-78,2.1751763,-4547788747242474048
KELT-2 A b,KELT-2 A,4.113791,6289364914150408527
WASP-74 b,WASP-74,2.1377445,-7444621950976751127
Kepler-5 b,Kepler-5,3.5484658875,-7541850284716633150
Kepler-6 b,Kepler-6,3.2346993953,-3969513453839162078
KOI-13 b,KOI-13,1.7635874737,-1294406502147206462
Kepler-17 b,Kepler-17,1.4857109944,-7864436103354957624
Kepler-12 b,Kepler-12,4.4379624971,-3715367487452473975
XO-2 N b,XO-2 N,2.61586178,-1814427968538453554
HD 202772 A b,HD 202772 A,3.308958,1596322833832080182
HAT-P-20 b,HAT-P-20,2.8753186,-5198255640058505495
HAT-P-2 b,HAT-P-2,5.6334754,1217203469157908255
HD 80606 b,HD 80606,111.4367,8000001308879361688
WASP-38 b,WASP-38,6.871815,2359041699367513748
XO-3 b,XO-3,3.19153285,-6566419265308427132
CoRoT-1 b,CoRoT-1,1.5089682,9000626378553693502
CoRoT-2 b,CoRoT-2,1.74299673,-6292377908831242304
HAT-P-12 b,HAT-P-12,3.21305929,-8368379509641097896
HAT-P-13 b,HAT-P-13,2.9162383,1175835101218214471
HAT-P-18 b,HAT-P-18,5.508023,2412325845780087615
HAT-P-19 b,HAT-P-19,4.008778,7748593312074830398
HAT-P-1 b,HAT-P-1,4.46529976,5979647168893481398
HAT-P-22 b,HAT-P-22,3.21222,568338706065331357
HAT-P-23 b,HAT-P-23,1.21288287,1406874956651095378
HAT-P-32 b,HAT-P-32,2.15000825,-7430080501770004155
HAT-P-4 b,HAT-P-4,3.0565254,-7893719752817732019
HAT-P-5 b,HAT-P-5,2.7884736,-6652310385824313529
HAT-P-6 b,HAT-P-6,3.853003,-4916405938342379118
HAT-P-8 b,HAT-P-8,3.0763458,-6589055022475459213
Kepler-5 b,Kepler-5,3.5484625,8714701940598519507
HAT-P-7 b,HAT-P-7,2.204737,4295365142871112540
Kepler-6 b,Kepler-6,3.2346994,-1832730289446999487
Kepler-17 b,Kepler-17,1.48571091,-6789746181237238274
TrES-2 b,TrES-2,2.470613374,-4935057701044185859
Proxima Cen b,Proxima Cen,11.1855,3803509119321298052
TrES-2 b,TrES-2,2.47061437,-3163253217732192386
CoRoT-2 b,CoRoT-2,1.7429975,3663773008633681632
HAT-P-12 b,HAT-P-12,3.2130579,2339959769376830288
WASP-12 b,WASP-12,1.0914199,-4665034567292533424
WASP-52 b,WASP-52,1.7497828,-3998155875711538774
WASP-103 b,WASP-103,0.925542,-3223431381829750831
WASP-87 b,WASP-87,1.682795,-4543162735923807449
HAT-P-32 b,HAT-P-32,2.1500082,-7390252219548932657
WASP-121 b,WASP-121,1.2749255,-3608111565477598753
WASP-12 b,WASP-12,1.09142,-241193782868278866
WASP-50 b,WASP-50,1.9551,8203568793683488247
WASP-33 b,WASP-33,1.21987,-4206072139939241710
HAT-P-34 b,HAT-P-34,5.452647,2167288116823850245
WASP-37 b,WASP-37,3.5774807,8986371325354803793
HAT-P-38 b,HAT-P-38,4.6403293,-1006873671587518620
TOI-1798.02,TOI-1798,0.43780833646,-5804477098250056847
Kepler-102 d,Kepler-102,10.3117367,-2033944772201091205
Kepler-65 c,Kepler-65,,5490907484904978055
TOI-1266 c,TOI-1266,18.80161110998,8431042109853752252
GJ 143 b,GJ 143,35.589,-8036312091338696358
WASP-46 b,WASP-46,1.43036763,-5382773748477171763
WASP-43 b,WASP-43,0.81347753,-5913445327185343169
WASP-75 b,WASP-75,2.4841939,2514356014344874344
Qatar-1 b,Qatar-1,1.4200246,8915959292901526958
CoRoT-2 b,CoRoT-2,1.7429964,-5740833703150131119
HAT-P-18 b,HAT-P-18,5.507978,5550345035786260710
HAT-P-32 b,HAT-P-32,2.1500085,8324862889873148575
WASP-80 b,WASP-80,,-6744442583064296155
HD 189733 b,HD 189733,,8164404088613772112
KOI-13 b,KOI-13,1.76358799,-5290610003575150338
CoRoT-1 b,CoRoT-1,1.5089557,1823147890433645149
KELT-6 b,KELT-6,7.8455821,-6893444077488765415
KELT-6 c,KELT-6,1276.0,2853317836706700963
HD 209458 b,HD 209458,3.52475,2089010509101146944
WASP-14 b,WASP-14,2.2437655,6343498578192178096
TrES-3 b,TrES-3,1.30618619,5212999526881860958
WASP-11 b,WASP-11,3.72247967,-7598326879900147024
GJ 436 b,GJ 436,2.6438979,-8429823332042089546
WASP-80 b,WASP-80,3.06785952,-6937675933390075421
WASP-43 b,WASP-43,0.81347436,6435497282818313093
HAT-P-20 b,HAT-P-20,2.8753187,2838375850918729210
Kepler-5 b,Kepler-5,3.5484657,-5932565846235324526
HAT-P-7 b,HAT-P-7,2.2047354,-1515590493946344772
Kepler-6 b,Kepler-6,3.2346996,9075025775002980012
KOI-13 b,KOI-13,1.763588,409888119848725492
TrES-2 b,TrES-2,2.47061317,4234970184230588678
WASP-19 b,WASP-19,0.78883942,8305741257097319353
WASP-19 b,WASP-19,,3777865469844688071
GJ 436 b,GJ 436,2.6438904,2637357662979766061
WASP-19 b,WASP-19,0.788839,2353988478430650582
WASP-14 b,WASP-14,2.24376524,-8984820734802578755
GJ 1132 b,GJ 1132,1.62893,-4008542029507969927
HAT-P-18 b,HAT-P-18,5.5080291,4250561602685548372
HAT-P-19 b,HAT-P-19,4.0087842,-1953412637297683188
WASP-21 b,WASP-21,4.3225126,4484262654101480974
WASP-6 b,WASP-6,3.36,4014860275638439050
HAT-P-12 b,HAT-P-12,3.21,-6070283757216398050
HAT-P-1 b,HAT-P-1,4.46,-419121998019221902
HD 189733 b,HD 189733,2.22,-2628383062113410336
HD 209458 b,HD 209458,3.52,4864014963129660756
WASP-12 b,WASP-12,1.09,-7184214768432475034
WASP-17 b,WASP-17,3.73,-7573695195910053760
WASP-19 b,WASP-19,0.79,4176358140583511459
WASP-39 b,WASP-39,4.06,1735947145756522338
CoRoT-2 b,CoRoT-2,1.7429935,-9113628391606126234
TrES-4 b,TrES-4,3.5539268,2839178709250541163
WASP-12 b,WASP-12,1.0914222,-6917129377690860974
WASP-18 b,WASP-18,0.94145181,-4995874288952578723
WASP-4 b,WASP-4,1.33823144,-4495990640958618599
WASP-5 b,WASP-5,1.6284246,6279864128948503804
XO-2 N b,XO-2 N,2.615864,7381588113607451617
WASP-1 b,WASP-1,2.5199464,450665644883540114
WASP-21 b,WASP-21,4.322506,-989911175365498549
WASP-2 b,WASP-2,2.15222144,-2658346174406257664
HAT-P-12 b,HAT-P-12,3.2130589,9097950620357942223
HAT-P-13 b,HAT-P-13,2.9162433,-1619770311643943448
HAT-P-16 b,HAT-P-16,2.7759704,7154758407705925943
HAT-P-23 b,HAT-P-23,1.2128867,2769596131224031190
WASP-10 b,WASP-10,3.0927295,523957690951010095
WASP-33 b,WASP-33,,-531609172559719201
WASP-15 b,WASP-15,3.7521,-224587434970070420
WASP-17 b,WASP-17,3.735433,-5914865617305339901
WASP-18 b,WASP-18,0.9414529,-61049597928933745
WASP-4 b,WASP-4,1.3382299,-2927752425134168813
WASP-5 b,WASP-5,1.6284229,2273654557231370659
Kepler-1829 b,Kepler-1829,5.186737262,4285059825764541713
Kepler-100 d,Kepler-100,35.3331,162527971222245985
HAT-P-7 b,HAT-P-7,2.20473537,4291561208416792320
Kepler-17 b,Kepler-17,1.48571127,5885309471157129945
KOI-13 b,KOI-13,1.763587569,6063338921555803173
KELT-3 b,KELT-3,2.703385,-6630876581348144764
WASP-4 b,WASP-4,1.338231466,-8078023451779595978
Kepler-6 b,Kepler-6,3.23469955,6934759156596285191
Kepler-5 b,Kepler-5,3.54846566,7270550121819105918
Kepler-12 b,Kepler-12,4.43796291,4029388159028415523
Qatar-2 b,Qatar-2,1.33711569,-3919019991023251668
WASP-75 b,WASP-75,2.4841981,3471407412855853639
KELT-9 b,KELT-9,,-6722211835549558298
WASP-18 b,WASP-18,,-282032848976035695
HD 189733 b,HD 189733,2.218577,-5709370519460507501
WASP-2 b,WASP-2,2.152175,-5615497389082440388
WASP-18 b,WASP-18,0.9414526,7741575890106403613
GJ 436 b,GJ 436,2.64389803,8421470481597301979
HAT-P-12 b,HAT-P-12,3.21305992,788701375109197254
HAT-P-22 b,HAT-P-22,3.21223328,4936322383163238009
HAT-P-3 b,HAT-P-3,2.89973838,6894414959798113098
WASP-39 b,WASP-39,4.0552941,-60355833996164750
HAT-P-4 b,HAT-P-4,3.0565195,6448719232529183397
HAT-P-32 b,HAT-P-32,,-6518576060855849887
HAT-P-34 b,HAT-P-34,,-2872681760959027112
HAT-P-6 b,HAT-P-6,,-813158936614872564
HD 149026 b,HD 149026,,4967763709905477056
HD 209458 b,HD 209458,,-903916191323529989
WASP-12 b,WASP-12,,2855740808945674445
WASP-16 b,WASP-16,,3727614014527126138
WASP-26 b,WASP-26,,-5726530286503683819
HAT-P-16 b,HAT-P-16,2.77596,8086262640326107728
HAT-P-23 b,HAT-P-23,1.212884,2580039910179136433
HAT-P-8 b,HAT-P-8,3.0763373,6531605824028522800
Kepler-6 b,Kepler-6,3.234699312,-7870211134365153113
Kepler-5 b,Kepler-5,3.548465405,5007310908061600569
Kepler-12 b,Kepler-12,4.43796303,4398769343864789412
TrES-2 b,TrES-2,2.470613385,-3157923773433183052
HAT-P-7 b,HAT-P-7,2.204735365,1418575541708962875
Kepler-17 b,Kepler-17,1.485710952,-7679886957949842946
TrES-2 b,TrES-2,2.470613377,4792663601902161528
HAT-P-7 b,HAT-P-7,2.204735417,7097412120695069417
KOI-13 b,KOI-13,1.763587535,3557866797275807391
Kepler-6 b,Kepler-6,3.234699282,-8030557877059292504
Kepler-5 b,Kepler-5,3.548465446,5620244501003076594
Kepler-12 b,Kepler-12,4.437962934,-2186956885912680489
Kepler-17 b,Kepler-17,1.485710994,-3636642993494200369
WASP-4 b,WASP-4,1.33823135801,1549701299701110952
KELT-11 b,KELT-11,4.73592318961,9172565716028637844
WASP-107 b,WASP-107,5.72226,-4489444508927127451
HD 202772 A b,HD 202772 A,3.3088922,-8189102466202157994
HAT-P-20 b,HAT-P-20,2.875316938,-5757114065378570821
WASP-43 b,WASP-43,0.813473978,151953542945552718
WASP-72 b,WASP-72,2.216742,8340425668725752904
WASP-100 b,WASP-100,2.849375,6114789960014900042
WASP-78 b,WASP-78,2.175173,2687969824722935818
K2-108 b,K2-108,4.734,4819612644775456669
K2-113 b,K2-113,5.817608,-4058702199739949716
LTT 1445 A b,LTT 1445 A,5.358777,2226509894952437946
TOI-1669 b,TOI-1669,500.0,374103298826634613
WASP-139 b,WASP-139,5.924262,-737397379537728397
Kepler-77 b,Kepler-77,3.578780551,-1243004889199678394
TOI-1246 e,TOI-1246,37.92548,4703965257491692271
Kepler-77 b,Kepler-77,3.578780566,7365204227032379650
TOI-6894 b,TOI-6894,3.37077196,-754273784180510502
TOI-700 e,TOI-700,27.80978,-6180552603794117776
WASP-88 b,WASP-88,4.95496310899,5916264869724953700
K2-3 b,K2-3,10.0546535,1080671012544586849
CoRoT-19 b,CoRoT-19,3.8971379,-8208465538296270675
WASP-107 b,WASP-107,5.72148926,2339825307404456351
WASP-10 b,WASP-10,3.09272813,-2575456954412497577
WASP-11 b,WASP-11,3.72247919,6639348768808540161
HD 202772 A b,HD 202772 A,3.3088753,2009845571016087129
HD 209458 b,HD 209458,3.52474955,2318020037906191906
KELT-11 b,KELT-11,4.7362006,3678209324902367796
KELT-14 b,KELT-14,1.71005328,-4888406647142316551
KELT-16 b,KELT-16,0.968992962,-1922106726745069127
KELT-1 b,KELT-1,1.21749415,248074754817732262
KELT-20 b,KELT-20,3.47410042,7034973921966834049
KELT-2 A b,KELT-2 A,4.11377556,7568942505355205597
KELT-3 b,KELT-3,2.70338919,6331172063283717587
KELT-6 b,KELT-6,7.8456043,8417004946412520794
KELT-7 b,KELT-7,2.7347656,7621608045860559597
KELT-9 b,KELT-9,1.48111874,-7164765614533909679
KOI-13 b,KOI-13,1.763587619,-4137770888229168528
Kepler-12 b,Kepler-12,4.43796263,-6248233476276989189
Kepler-6 b,Kepler-6,3.2346993,-5412270509238327347
Qatar-1 b,Qatar-1,1.420024443,-3821137906091479591
Qatar-2 b,Qatar-2,1.337116562,6593801358044834663
TrES-1 b,TrES-1,3.030069476,1572548357754264226
TrES-2 b,TrES-2,2.470613372,-8976443809331750189
TrES-3 b,TrES-3,1.306186348,-8256481594889280074
TrES-4 b,TrES-4,3.55392889,-1310281519104727765
WASP-100 b,WASP-100,2.84938224,9171043094431446643
WASP-101 b,WASP-101,3.585707,-7130754651090932702
WASP-103 b,WASP-103,0.925545386,-1277701632483510388
WASP-104 b,WASP-104,1.75540576,-1170234511474016973
WASP-121 b,WASP-121,1.274924762,7512110736892805566
WASP-127 b,WASP-127,4.17806513,1160701029423921960
WASP-12 b,WASP-12,1.091419179,-7290311869675081726
WASP-131 b,WASP-131,5.322012,-3978943004613433906
WASP-13 b,WASP-13,4.35301101,-7354249800173763627
WASP-140 b,WASP-140,2.23598448,-8080920224047785501
WASP-14 b,WASP-14,2.24376639,4700196557783451058
WASP-15 b,WASP-15,3.75209956,-4940248471634708368
WASP-16 b,WASP-16,3.11860349,-4155567347777833786
WASP-17 b,WASP-17,3.73548545,5895600687005433009
WASP-18 b,WASP-18,0.941452417,-701445514595197773
WASP-19 b,WASP-19,0.788839092,7886575091126144356
WASP-1 b,WASP-1,2.51994701,1161622768853525765
WASP-21 b,WASP-21,4.32250416,-1370629244376110362
WASP-24 b,WASP-24,2.3412205,-8037687971673304175
WASP-26 b,WASP-26,2.75659747,-4534623434064387764
WASP-28 b,WASP-28,3.40883502,-1969447129188477217
WASP-29 b,WASP-29,3.92271183,-2736948170464175564
WASP-2 b,WASP-2,2.15222216,3779358516255785486
WASP-32 b,WASP-32,2.71866201,5057080690593505955
WASP-34 b,WASP-34,4.31768411,-8167150482350046221
WASP-35 b,WASP-35,3.16156853,-9132034303808192113
WASP-36 b,WASP-36,1.537365595,7741166989604883216
WASP-37 b,WASP-37,3.57747894,6567352144840641069
WASP-38 b,WASP-38,6.8718851,1430572816163563376
WASP-39 b,WASP-39,4.05528043,4792641035892834758
WASP-3 b,WASP-3,1.846835096,-5455339828618819970
WASP-43 b,WASP-43,0.813474056,2754303299851698625
WASP-46 b,WASP-46,1.43037192,-8450818158940241987
WASP-48 b,WASP-48,2.14363679,2079649508478288883
WASP-49 b,WASP-49,2.78173691,-1461068148027321987
WASP-4 b,WASP-4,1.338231388,-1285834079045334130
WASP-50 b,WASP-50,1.9550929,-3145527836884956642
WASP-52 b,WASP-52,1.74978117,4945445657674485055
WASP-5 b,WASP-5,1.628429971,195438225137612399
WASP-62 b,WASP-62,4.41193868,-8059110769960163669
WASP-63 b,WASP-63,4.37808205,5677831079302377325
WASP-64 b,WASP-64,1.573290273,-809095940732519771
WASP-65 b,WASP-65,2.3114205,3464075026919987532
WASP-67 b,WASP-67,4.61441644,1673626070361532769
WASP-69 b,WASP-69,3.86813888,684396362365230796
WASP-6 b,WASP-6,3.36100215,209601372437717979
WASP-72 b,WASP-72,2.21674331,-5294997149398706123
WASP-74 b,WASP-74,2.13775367,-6529120589523229272
KOI-94 d,KOI-94,22.342971,-3120210572821256922
