pl_name,pl_masse,pl_orbsmax
"WASP-2 b",291.76794000,
"WASP-38 b",859.73015000,
"WASP-3 b",617.86152000,
"WASP-4 b",368.36497000,
"WASP-7 b",359.46573000,
"XO-2 N b",199.91507000,
"XO-3 b",3861.63450000,
"XO-4 b",495.49697000,
"HAT-P-7 b",539.35751000,
"TrES-2 b",367.72931000,
"HAT-P-16 b",1341.24260000,
"HAT-P-18 b",58.16289000,
"HAT-P-20 b",2301.08920000,
"WASP-95 b",359.13000000,0.0341600000
"WASP-96 b",152.55000000,0.0453000000
"WASP-97 b",419.52000000,0.0330300000
"WASP-100 b",645.17000000,0.0457000000
"WASP-101 b",158.91000000,0.0506000000
"TrES-2 b",380.76034000,
"XO-1 b",286.04700000,0.0488000000
"TrES-2 b",406.82240000,0.0367000000
"TrES-3 b",610.23360000,0.0226000000
"HAT-P-3 b",190.38017000,0.0389400000
"HD 209458 b",197.05000000,0.0460000000
"HD 189733 b",365.49000000,0.0313000000
"WASP-6 b",160.00000000,0.0421000000
"WASP-17 b",156.00000000,0.0510000000
"HAT-P-12 b",67.05900000,0.0384000000
"HAT-P-2 b",2888.95000000,0.0687800000
"HAT-P-5 b",336.89000000,0.0407500000
"TrES-3 b",607.03000000,0.0228200000
"WASP-15 b",172.00000000,0.0499000000
"HAT-P-7 b",564.44200000,0.0320000000
"XO-2 N b",179.56600000,0.0368000000
"WASP-5 b",520.28771000,0.0272900000
"WASP-4 b",409.68287000,0.0232900000
"WASP-5 b",502.15000000,0.0267000000
"HAT-P-1 b",166.53600000,
"WASP-18 b",3314.96690000,0.0204700000
"WASP-12 b",448.00000000,0.0229000000
"WASP-16 b",272.00000000,0.0421000000
"HAT-P-13 b",270.46200000,
"WASP-33 b",1303.00000000,0.0255500000
"HAT-P-4 b",216.12440000,0.0446000000
"HAT-P-6 b",335.93200000,0.0523500000
"HAT-P-2 b",2873.18320000,0.0677000000
"HAT-P-2 b",2739.69460000,0.0677000000
"WASP-74 b",301.93850000,0.0370000000
"HAT-P-1 b",166.86075000,0.0556100000
"HATS-36 b",1022.14128000,0.0542500000
"TrES-4 b",293.99127648,0.0510500000
"WASP-95 b",457.67520000,
"WASP-97 b",432.24880000,
"WASP-100 b",400.46580000,
"WASP-48 b",254.26400000,
"XO-4 b",451.31860000,
"WASP-78 b",352.79130000,
"WASP-79 b",270.15550000,
"KELT-2 A b",540.31100000,
"HAT-P-40 b",152.55840000,
"HAT-P-41 b",378.21770000,
"WASP-101 b",162.09330000,
"WASP-94 A b",158.91500000,
"WASP-69 b",92.17070000,
"WASP-49 b",117.59710000,
"WASP-62 b",165.27160000,
"WASP-63 b",117.59710000,
"WASP-67 b",136.66690000,
"WASP-77 A b",727.83070000,
"WASP-72 b",731.00900000,
"KELT-6 b",165.27160000,
"KELT-7 b",441.78370000,
"WASP-74 b",228.83760000,
"WASP-11 b",168.44990000,0.0430000000
"KELT-11 b",54.34893000,
"Kepler-12 b",137.62039000,0.0556300000
"HAT-P-15 b",619.45067000,0.0965000000
"HAT-P-16 b",1341.56043000,0.0413400000
"WASP-62 b",180.52744000,0.0567200000
"WASP-63 b",107.74437000,0.0541700000
"WASP-67 b",133.48860000,0.0517900000
"HAT-P-38 b",84.86061000,0.0523100000
"WASP-52 b",145.88397000,0.0271300000
"WASP-77 A b",560.33429000,0.0240500000
"WASP-64 b",388.07043000,0.0265200000
"WASP-72 b",459.58218000,0.0371100000
"WASP-80 b",171.62820000,0.0342700000
"KELT-3 b",469.75274000,0.0412300000
"WASP-65 b",489.45820000,0.0334000000
"WASP-75 b",341.03159000,0.0375100000
"WASP-103 b",462.44265000,0.0198700000
"KELT-6 b",140.48086000,0.0804000000
"WASP-95 b",382.66732000,0.0341500000
"WASP-96 b",155.73670000,0.0454000000
"WASP-97 b",420.48909000,0.0330500000
"WASP-100 b",638.83830000,0.0457400000
"WASP-101 b",157.96151000,0.0505700000
"WASP-104 b",403.00844000,0.0292000000
"WASP-94 A b",144.93048000,0.0554000000
"WASP-69 b",79.45750000,0.0452700000
"WASP-74 b",300.03152000,0.0370500000
"HD 149026 b",102.34126000,0.0436400000
"HD 189733 b",356.92309000,0.0310000000
"HD 209458 b",216.76006000,0.0470700000
"Qatar-1 b",419.85343000,0.0234300000
"Qatar-2 b",785.04010000,0.0215300000
"TrES-1 b",221.52751000,0.0392600000
"TrES-3 b",572.41183000,0.0228400000
"TrES-4 b",158.27934000,0.0515900000
"WASP-11 b",169.08556000,0.0437600000
"WASP-12 b",441.78370000,0.0231200000
"WASP-13 b",166.86075000,0.0558000000
"WASP-15 b",172.26386000,0.0499000000
"WASP-16 b",288.58964000,0.0422000000
"WASP-17 b",162.72896000,0.0515100000
"WASP-19 b",367.72931000,0.0164900000
"WASP-1 b",301.30284000,0.0395800000
"WASP-21 b",94.39551000,0.0521200000
"WASP-24 b",336.89980000,0.0360700000
"HATS-9 b",259.34928000,
"WASP-25 b",179.25522155,
"TOI-1518 b",731.00533610,0.0389000000
"TOI-2019 b",34.40000000,0.1280000000
"TOI-1410.01",12.50000000,0.0207000000
"TOI-561 d",11.95000000,0.1569000000
"WASP-118 b",165.27160000,0.0545000000
"WASP-175 b",314.65170000,0.0440300000
"WASP-164 b",676.97790000,0.0281800000
"HAT-P-9 b",241.86863000,0.0529000000
"Kepler-80 f",4459.73000000,
"Kepler-77 b",165.90726000,0.0450200000
"TOI-1801 b",16.00000000,0.0750000000
"WASP-182 b",47.03884000,0.0451000000
"TOI-4201 b",816.81900599,0.0392400000
"NGTS-6 b",425.57437000,0.0167700000
"CoRoT-32 b",47.67450000,0.0710000000
"HD 332231 b",77.55052000,0.1436000000
"HAT-P-65 b",167.49641000,0.0395100000
"HAT-P-29 b",245.68259000,
"HATS-6 b",101.38777000,0.0362300000
"TOI-837 b",116.00000000,0.0830000000
"K2-199 c",12.40000000,0.0662000000
"55 Cnc d",1232.49300000,5.5030000000
"WASP-84 b",220.56500000,0.0771000000
"TOI-1836 b",29.24021344,
"HATS-5 b",75.32300000,0.0542000000
"TOI-849 b",41.80000000,0.0155000000
"TOI-4127 b",731.00533610,0.3081000000
"WASP-22 b",181.16310000,0.0470000000
"TOI-2525 b",26.69758619,0.1511000000
"EPIC 211945201 b",11.00000000,
"TOI-5110 b",921.70238030,0.2157000000
"K2-32 b",21.10000000,
"Wendelstein-1 b",188.15536000,0.0282000000
"K2-132 b",155.73670000,
"HAT-P-14 b",724.65240000,0.0596000000
"CoRoT-18 b",1039.30410000,0.0286000000
"HAT-P-42 b",331.80100000,0.0575000000
"TOI-2364 b",71.51139158,0.0487100000
"KELT-8 b",272.69814000,0.0455000000
"HATS-26 b",206.58950000,0.0473500000
"TOI-1696 b",48.80000000,0.0229000000
"TOI-4377 b",304.16178550,0.0579000000
"TOI-1899 b",209.76780000,0.1587000000
"K2-19 c",15.90000000,0.1001000000
"HAT-P-9 b",247.90000000,0.0530000000
"TOI-1478 b",270.47333000,0.0903000000
"WASP-25 b",184.33400000,0.0473000000
"CoRoT-20 b",1366.66900000,0.0900000000
"HAT-P-25 b",180.20961000,0.0465900000
"TOI-1670 c",183.70481925,
"WASP-194 b",373.13054982,0.0470000000
"HATS-42 b",597.52040000,0.0368900000
"Kepler-424 b",341.98508000,0.0436500000
"TOI-4214 b",165.27077164,0.0501800000
"TOI-2202 b",287.31687993,
"CoRoT-19 b",367.09365000,0.0516600000
"TOI-1694 b",31.30000000,0.0450000000
"TOI-561 e",13.60000000,0.3300000000
"KELT-24 b",1334.87930940,0.0670000000
"HAT-P-14 b",731.96249000,0.0606200000
"HATS-5 b",75.64354000,0.0542800000
"TOI-1691 b",14.60000000,0.1260000000
"Kepler-411 e",10.80000000,0.1860000000
"HATS-40 b",505.34970000,0.0499700000
"HAT-P-57 b",448.14030000,
"KOI-94 e",10.49000000,
"Kepler-91 b",209.76000000,
"Qatar-6 b",212.31044000,0.0423000000
"WASP-55 b",186.24744650,
"WASP-47 b",374.00000000,
"WASP-47 c",447.00000000,
"WASP-47 d",15.50000000,
"TOI-4379 b",353.74301699,
"TOI-2529 b",743.71847238,0.3270000000
"K2-419 A b",196.00000000,0.1208000000
"K2-237 b",434.15360396,0.0355200000
"TOI-5795 b",23.66000000,0.0640000000
"K2-55 b",44.00000000,
"WASP-47 b",357.00000000,
"WASP-47 d",13.30000000,
"WASP-57 b",204.68252000,0.0376900000
"HD 136352 c",11.24000000,0.1721000000
"K2-98 b",20.00000000,
"TOI-169 b",251.40353000,0.0352400000
"WASP-45 b",320.04100000,0.0405400000
"WASP-45 b",318.46566000,0.0405000000
"WASP-117 b",87.55850000,0.0945900000
"HATS-16 b",1039.30410000,0.0374400000
"WASP-45 b",330.54320000,
"WASP-117 b",95.34900000,
"WASP-45 b",318.78349000,0.0405400000
"WASP-117 b",87.75286300,0.0946400000
"WASP-45 b",306.38812000,0.0396300000
"WASP-148 c",127.13200000,0.2101000000
"HD 191939 b",10.40000000,0.0780000000
"WASP-99 b",772.32690000,
"WASP-47 c",500.00000000,1.4100000000
"WASP-47 b",383.00000000,0.0520000000
"WASP-47 d",16.80000000,0.0880000000
"WASP-47 b",362.31100000,0.0520000000
"WASP-55 b",181.15500000,0.0533000000
"HATS-13 b",172.58169000,0.0405700000
"WASP-47 b",359.14790000,0.0510000000
"WASP-47 b",341.00000000,
"WASP-47 d",15.20000000,
"WASP-47 e",22.00000000,
"WASP-47 d",10.40000000,
"WASP-47 e",12.20000000,
"WASP-47 b",370.00000000,
"WASP-55 b",199.27941000,0.0558000000
"K2-60 b",135.39558000,0.0450000000
"K2-237 b",508.52800000,0.0370000000
"WASP-47 b",363.10000000,
"WASP-47 d",13.10000000,
"WASP-55 b",193.87630000,
"WASP-55 b",181.48093000,0.0532600000
"HATS-13 b",188.15536000,0.0405900000
"K2-237 b",392.83788000,0.0353000000
"K2-237 b",433.20011874,0.0355800000
"HATS-15 b",689.69110000,0.0271200000
"XO-5 b",344.52772000,0.0494000000
"WASP-68 b",343.25640000,
"LP 890-9 b",13.20000000,0.0187500000
"LP 890-9 c",25.30000000,0.0398400000
"TOI-2076 b",16.10000000,0.0880000000
"TOI-2076 c",55.00000000,0.1420000000
"TOI-2076 d",29.00000000,0.1990000000
"WASP-93 b",467.21010000,0.0421100000
"Kepler-289 c",157.18000000,
"HAT-P-55 b",184.97706000,0.0460400000
"TOI-6029 b",519.64944544,
"TOI-4600 b",959.84178914,0.3490000000
"WASP-47 b",363.60000000,
"WASP-47 d",14.20000000,
"TOI-181 b",46.16870000,0.0539000000
"HD 22946 d",26.57000000,0.2958000000
"K2-108 b",59.40000000,
"HIP 65 A b",1021.18779000,0.0178200000
"TOI-1472 b",16.50000000,0.0650000000
"WASP-41 b",270.15550000,
"TOI-2449 b",222.00000000,0.4500000000
"WASP-138 b",387.75260000,0.0494000000
"Kepler-289 c",132.00000000,0.5100000000
"GJ 3470 b",13.90000000,0.0355700000
"TOI-3856 b",171.62733978,0.0325000000
"TOI-837 b",120.45696625,0.0888000000
"Kepler-289 e",17.40000000,
"HATS-1 b",589.55000000,0.0444000000
"TOI-4641 b",1229.99593509,0.1730000000
"NGTS-21 b",750.07504052,0.0236000000
"TOI-2295 b",278.09985612,0.1992000000
"TOI-2031 A b",254.26272560,0.0660000000
"WASP-82 b",371.86110000,
"55 Cnc d",1226.77000000,5.4460000000
"Kepler-25 d",71.90000000,
"HD 21520 b",17.70000000,0.1726000000
"CoRoT-4 b",223.43449000,0.0902500000
"HAT-P-37 b",371.52800000,0.0379000000
"Kepler-43 b",1026.55000000,0.0449000000
"K2-285 e",10.70000000,0.1804100000
"K2-27 b",30.20000000,
"TOI-2986 b",96.61983573,0.0448900000
"TOI-1601 b",314.65170000,0.0686400000
"WASP-66 b",737.33500000,0.0546000000
"TOI-1273 b",70.55790635,0.0549000000
"TOI-132 b",22.40000000,0.0260000000
"TOI-561 e",16.00000000,0.3274000000
"TOI-2207 b",203.41018048,0.0854000000
"TOI-3474 b",193.87532827,0.0502000000
"HD 63433 b",37.30000000,0.0720000000
"NGTS-18 b",129.99181846,0.0448000000
"K2-180 b",11.44182265,0.0750000000
"TOI-561 d",13.33000000,0.1587000000
"KELT-24 b",1646.35940000,0.0696900000
"WASP-31 b",151.92274000,0.0465700000
"WASP-195 b",33.05415433,0.0630000000
"HATS-3 b",340.39593000,0.0485000000
"TOI-564 b",464.98529000,0.0273400000
"Kepler-19 b",20.30000000,
"Kepler-412 b",299.07803000,0.0289700000
"Kepler-10 c",13.98000000,0.2410000000
"HD 73256 c",5085.25451200,3.8000000000
"WASP-73 b",597.20257000,0.0551700000
"HAT-P-57 b",587.98550000,0.0406000000
"TOI-1130 c",325.69000000,0.0719100000
"TOI-2886 b",444.95976980,0.0287100000
"WASP-68 b",304.16331000,0.0621900000
"K2-261 b",69.92224954,
"Kepler-45 b",160.49700000,0.0300000000
"HD 106315 b",12.60000000,0.0907000000
"HD 106315 c",15.20000000,0.1536000000
"AU Mic b",17.00000000,0.0645000000
"AU Mic c",13.60000000,0.1101000000
"AU Mic b",17.10000000,
"WASP-189 b",632.47852993,0.0505300000
"AU Mic b",20.12000000,0.0645000000
"HAT-P-51 b",98.20947000,0.0506900000
"HATS-29 b",206.58846455,
"TOI-1130 b",19.28000000,0.0445700000
"TOI-2669 b",193.87532827,
"CoRoT-11 b",832.71460000,0.0440700000
"WASP-60 b",160.50415000,0.0531100000
"HAT-P-51 b",98.84513000,0.0506700000
"HAT-P-24 b",229.79109000,0.0465100000
"WASP-126 c",64.20000000,
"TOI-5301 b",1080.61658380,0.0697500000
"HD 106315 b",10.50000000,
"Kepler-41 b",156.69019000,0.0289500000
"HD 106315 c",12.00000000,
"AU Mic c",11.60000000,
"AU Mic e",21.10000000,
"HD 39091 b",3917.23511628,3.3110000000
"WASP-98 b",293.03926000,0.0376200000
"HAT-P-9 b",247.27174000,0.0529000000
"K2-261 b",68.96876432,0.1086000000
"TOI-3714 b",218.98377242,0.0263000000
"TOI-1855 b",360.09958513,0.0239800000
"HD 18599 b",24.10000000,0.0480000000
"TOI-5882 b",7720.05200603,0.0844500000
"HATS-9 b",261.57409000,0.0304800000
"WASP-141 b",854.96270000,0.0469000000
"TOI-5398 b",58.70000000,0.0980000000
"WASP-148 c",124.58873554,0.2044000000
"HD 152843 c",27.50000000,
"WASP-61 b",654.70200000,0.0514000000
"TOI-4153 b",365.50266805,0.0631100000
"WASP-99 b",889.92400000,0.0717000000
"AU Mic b",11.70000000,
"AU Mic c",22.20000000,
"AU Mic b",10.20000000,
"AU Mic c",14.20000000,
"HD 106315 c",14.60000000,
"HD 118203 b",693.50158407,0.0701000000
"K2-132 b",155.73670000,0.0860000000
"Kepler-43 b",982.09470000,0.0440000000
"HATS-3 b",349.61300000,0.0485200000
"HATS-31 b",279.69040000,0.0478000000
"Kepler-10 c",17.20000000,
"TOI-1136 g",12.20000000,0.2300000000
"WASP-44 b",276.51210000,0.0345300000
"TOI-1062 b",10.15000000,0.0520000000
"Kepler-10 c",11.40000000,0.2410000000
"TOI-6038 A b",78.50000000,0.0690000000
"TOI-1347 b",12.20000000,0.0171000000
"K2-39 b",39.80000000,0.0574000000
"TOI-220 b",13.80000000,0.0891100000
"TOI-1736 b",12.80000000,0.0740000000
"WASP-44 b",282.53900000,0.0347300000
"55 Cnc c",54.47380000,0.2413760000
"TOI-5076 b",16.14568308,0.1481000000
"Kepler-18 d",14.90000000,
"WASP-116 b",203.41018048,0.0650000000
"MOA-2011-BLG-322L b",3690.00000000,4.3000000000
"OGLE-2011-BLG-0173L b",2100.00000000,0.5000000000
"HD 106315 b",10.10000000,
"TOI-1710 b",28.30000000,0.1600000000
"TOI-640 b",181.16219199,
"TOI-1272 b",27.00000000,0.0417000000
"WASP-126 b",90.30000000,
"HATS-62 b",56.89157000,0.0416300000
"Kepler-74 b",200.22000000,0.0781000000
"HATS-68 b",410.00070000,0.0507100000
"TOI-4504 c",1197.32317485,0.3569000000
"WASP-57 b",213.57300000,0.0386000000
"Kepler-426 b",108.06000000,0.0414000000
"TOI-1749 d",15.00000000,0.0707000000
"TOI-640 b",279.69040000,0.0660800000
"TOI-2346 b",394.10722468,0.0473000000
"HAT-P-62 b",241.86741773,0.0377200000
"TOI-1408 b",593.00000000,0.0577800000
"HD 118203 c",3747.19691853,6.2800000000
"HD 73344 d",810.46243785,6.7000000000
"TOI-1298 b",99.00000000,0.0570000000
"Kepler-15 b",209.76000000,0.0571400000
"TOI-1836 b",24.70000000,0.1570000000
"CoRoT-12 b",291.43800000,0.0401600000
"TOI-4507 b",20.00000000,0.4560000000
"HAT-P-11 b",28.60470000,
"HATS-1 b",556.20250000,0.0444600000
"K2-30 b",187.20187000,0.0419000000
"HATS-3 b",340.38200000,0.0485000000
"TOI-3568 b",26.40000000,0.0485000000
"TOI-150.01",797.75330000,0.0703700000
"Kepler-37 d",12.20000000,
"WASP-73 b",908.99380000,
"HATS-61 b",1080.62200000,0.0790800000
"CoRoT-13 b",416.99296000,0.0510000000
"XO-5 b",334.03933000,
"TOI-216.02",30.00000000,0.1293000000
"HATS-3 b",174.80650000,
"HAT-P-52 b",259.66711000,0.0369600000
"WASP-124 b",183.38699084,
"WASP-149 b",314.96795134,0.0240000000
"HD 183579 b",19.70000000,0.1334000000
"WASP-183 b",159.55066000,0.0463200000
"TOI-5349 b",127.40000000,0.0369000000
"OGLE-TR-113 b",400.44900000,0.0228900000
"TOI-1694 b",26.10000000,
"TOI-2421 b",105.83685953,0.0543000000
"HAT-P-36 b",582.24000000,0.0238000000
"WASP-59 b",274.28591524,
"CoRoT-20 b",1608.21980000,0.0892000000
"TOI-6054.01",12.50000000,0.0763000000
"WASP-190 b",317.83000000,0.0663000000
"K2-261 b",67.69745069,0.1087000000
"HIP 54597 b",762.78817680,4.0000000000
"Kepler-450 b",19.40000000,
"TOI-4137 b",457.67290608,0.0522200000
"HIP 97166 b",20.00000000,0.0890000000
"Kepler-19 c",1906.90000000,
"Kepler-25 c",24.60000000,
"HAT-P-35 b",2390.08160000,
"WASP-66 b",746.90050000,
"WASP-173 A b",1172.78682183,
"TOI-3629 b",82.63538582,0.0430000000
"HATS-30 b",224.38798000,0.0435400000
"CoRoT-13 b",423.03173000,0.0510700000
"TOI-4562 b",732.00000000,0.7680000000
"TOI-1266 b",13.50000000,0.0736000000
"WASP-181 b",95.03117000,0.0542700000
"HATS-18 b",629.30340000,0.0176100000
"TOI-1736 b",11.90000000,0.0740000000
"Kepler-40 b",686.51280000,0.0802000000
"WASP-133 b",368.68280000,0.0345000000
"KELT-15 b",416.35730000,
"HATS-54 b",239.32479047,0.0370000000
"HD 219134 d",16.17000000,0.2370000000
"WASP-84 b",220.00000000,0.0778000000
"HAT-P-36 b",588.62116000,0.0238800000
"HAT-P-29 b",247.26100000,0.0667000000
"K2-199 c",12.60000000,
"CoRoT-12 b",277.46559000,0.0392000000
"K2-98 b",34.00763955,0.0986000000
"WASP-150 b",2688.84180000,0.0694000000
"TOI-1422 c",14.00000000,0.2050000000
"CoRoT-5 b",149.38010000,0.0500400000
"HATS-71 b",117.59710000,0.0374500000
"WASP-98 b",269.51984000,0.0357100000
"WASP-193 b",35.59678158,0.0668000000
"HATS-48 A b",77.23269000,0.0376900000
"K2-261 b",70.87609000,0.1020000000
"TOI-5616 b",624.00000000,0.0272000000
"HAT-P-61 b",335.94462620,0.0301000000
"OGLE2-TR-L9 b",1379.38220000,0.0404000000
"HATS-63 b",305.11680000,0.0402600000
"HATS-7 b",39.09309000,0.0401200000
"WASP-59 b",274.27600000,0.0697000000
"K2-98 b",32.20000000,0.0943000000
"HAT-P-69 b",1137.83140000,0.0655500000
"WASP-174 b",104.88337431,0.0550300000
"WTS-2 b",403.64410000,0.0185600000
"TOI-3837 b",187.51876013,0.0990000000
"HAT-P-50 b",431.93097000,0.0452700000
"HATS-24 b",775.50520000,0.0254700000
"HATS-38 b",23.51942000,0.0503600000
"WASP-41 b",299.07803000,0.0402200000
"HAT-P-55 b",189.42573057,0.0462800000
"CoRoT-18 b",1102.82000000,0.0295000000
"Kepler-450 c",76.62140000,
"MASCARA-4 b",532.36258173,0.0474000000
"WASP-60 b",177.98480000,0.0554800000
"WASP-84 b",218.34921000,0.0775000000
"TOI-6303 b",2493.00000000,0.0761000000
"TOI-1842 b",68.01527910,0.1001000000
"HAT-P-29 b",279.69040000,
"K2-260 b",546.66486004,0.0439200000
"TOI-559 b",1910.14872607,0.0723000000
"TOI-4463 A b",252.35575516,0.0403600000
"TOI-2406 b",15.60000000,0.0226700000
"HD 118203 c",3527.89531770,6.2000000000
"WASP-126 b",88.99240000,0.0449000000
"TOI-6034 b",254.00000000,0.0294900000
"bet Pic c",3222.46221857,2.6800000000
"TOI-2567 b",63.88350981,0.0672000000
"WASP-61 b",851.78440000,
"TOI-4201 b",788.21444936,0.0400000000
"WASP-170 b",508.52800000,0.0337000000
"TOI-762 A b",79.77493016,0.0341800000
"WASP-20 b",120.13974000,0.0581000000
"Kepler-44 b",324.17000000,0.0455000000
"TOI-199 c",88.99195396,0.8070000000
"HATS-8 b",43.86054000,0.0466700000
"XO-5 b",336.56800000,0.0488000000
"TOI-4940 b",89.00000000,0.1650000000
"TrES-5 b",568.91570000,0.0245900000
"KMT-2019-BLG-0297L b",6038.73973300,0.9600000000
"TOI-5882 b",6995.40323807,0.0804000000
"OGLE-2012-BLG-0838L b",53.10000000,4.4300000000
"K2-19 c",25.60000000,
"HAT-P-39 b",190.37200000,0.0509000000
"HAT-P-44 b",111.87100000,0.0507000000
"TOI-5232 b",743.71847238,0.0559300000
"K2-3 d",11.10000000,0.2086000000
"K2-32 d",13.70000000,
"TOI-1759 b",15.00000000,0.1150000000
"NGTS-31 b",355.96781584,0.0640000000
"WASP-180 A b",286.04700000,0.0480000000
"NGTS-8 b",295.58190000,0.0350000000
"K2-232 b",123.00021000,0.0991000000
"WASP-71 b",706.21826000,0.0462200000
"Kepler-450 d",17.60000000,
"Qatar-9 b",378.21770000,0.0234000000
"TOI-5293 A b",170.40000000,0.0340000000
"KOI-12 b",1690.85560000,
"TOI-2184 b",206.58846455,
"KMT-2023-BLG-0119L b",83.70000000,3.1400000000
"TOI-1439 b",38.50000000,0.1920000000
"KOI-94 e",35.00000000,0.3046000000
"HAT-P-37 b",378.21770000,0.0379100000
"HAT-P-53 b",469.43491000,0.0316000000
"TOI-2328 b",50.85254512,0.1270000000
"Kepler-44 b",317.82000000,0.0446000000
"NGTS-9 b",921.70700000,0.0580000000
"TOI-6041 b",28.90000000,0.1651000000
"Kepler-447 b",435.41000000,0.0769000000
"HD 89345 b",38.45743000,0.1115000000
"WASP-23 b",280.95000000,0.0376000000
"TOI-3894 b",279.68899816,0.0553900000
"Kepler-19 c",13.10000000,
"HD 214823 b",5914.78665427,3.0800000000
"NGTS-4 b",20.60000000,0.0190000000
"TOI-905 b",211.99261000,0.0466600000
"HAT-P-43 b",210.39500000,0.0443000000
"HD 213240 b",1655.88600047,1.9200000000
"TOI-1272 b",24.60000000,0.0412000000
"TOI-1296 b",95.30000000,0.0510000000
"TOI-421 c",16.42000000,0.1189000000
"HD 128717 b",6293.00245860,4.8500000000
"WASP-31 b",152.55840000,
"WASP-155 b",276.82854250,0.0430000000
"Kepler-8 b",177.98480000,0.0483500000
"Kepler-8 b",187.51970000,0.0485000000
"HAT-P-46 b",156.68400000,0.0577000000
"TOI-6330 b",3179.00000000,0.0576300000
"KELT-10 b",216.12331676,0.0508000000
"HATS-77 b",436.69623122,0.0360700000
"K2-30 b",184.02357000,0.0483900000
"XO-6 b",1398.45200000,0.0815000000
"HAT-P-11 c",731.00900000,
"HATS-53 b",189.10885000,0.0475300000
"KELT-8 b",275.55861000,0.0457100000
"HD 332231 b",74.10000000,0.1450000000
"KELT-4 A b",286.68266000,0.0431700000
"TOI-2088 b",37.00000000,0.4720000000
"HD 156098 c",1661.60691180,8.4150000000
"K2-34 b",352.79130000,
"Qatar-4 b",1938.76300000,0.0280300000
"TOI-2169 A b",329.58805806,0.0896000000
"HATS-25 b",194.82979000,0.0516300000
"TOI-1181 b",374.71969185,
"TOI-6651 b",61.00000000,0.0633000000
"Kepler-75 b",3146.40000000,0.0800000000
"TOI-1246 e",14.80000000,0.2110000000
"HAT-P-17 b",169.71000000,0.0882000000
"HAT-P-17 b",184.34140000,
"HAT-P-17 b",184.34140000,
"HAT-P-17 b",170.67471000,0.0882000000
"HAT-P-17 b",177.34825111,0.0892000000
"HAT-P-17 b",171.62733978,
"HAT-P-45 b",273.33380000,0.0452100000
"K2-97 b",349.61300000,
"TOI-1136 e",24.00000000,0.1400000000
"WASP-168 b",133.48860000,0.0519000000
"HD 196067 b",3623.24383980,4.7100000000
"TOI-2158 b",260.61929374,0.0750000000
"KOINTREAU-1 b",3368.98111420,690.0000000000
"TOI-4603 b",4096.80816623,0.0888000000
"HATS-14 b",340.07810000,
"TOI-1601 b",387.00000000,0.0690000000
"HATS-66 b",1694.03390000,0.0471400000
"WASP-41 b",292.39100000,0.0402000000
"TOI-5153 b",1036.12060682,0.1580000000
"TOI-1052 b",16.90000000,0.0910300000
"TOI-2145 b",1767.00000000,0.1110000000
"TOI-5205 b",343.00000000,0.0199000000
"HATS-52 b",711.93920000,0.0249800000
"K2-329 b",82.63580000,0.1016000000
"K2-19 b",32.40000000,
"NGTS-1 b",258.07796000,0.0326000000
"K2-260 b",451.31860000,0.0404000000
"OGLE-TR-113 b",419.53560000,0.0229000000
"HAT-P-26 b",22.24810000,
"TOI-1820 b",731.00533610,0.0610000000
"TOI-6383 A b",331.00000000,0.0229200000
"WASP-106 b",611.79700000,0.0917000000
"WASP-106 b",514.88460000,
"WASP-106 b",606.73747000,0.0917000000
"WASP-106 b",613.40882551,0.0901000000
"WASP-106 b",635.65681400,
"WASP-130 b",390.93090000,0.1012000000
"WASP-130 b",397.28550875,
"K2-287 b",100.11645000,0.1206000000
"K2-287 b",101.70509024,
"K2-287 b",98.52680617,
"HD 89345 b",34.96130000,0.1066000000
"TOI-1288 b",44.10000000,0.0374000000
"TOI-2485 b",766.60211768,0.1093000000
"WASP-99 b",883.53000000,0.0717000000
"TOI-4406 b",95.34852210,0.2010000000
"TOI-2498 b",34.62000000,0.0491000000
"TOI-1443 b",30.00000000,0.1470000000
"TOI-942 b",16.00000000,0.0498000000
"Kepler-43 b",994.77000000,0.0444000000
"TOI-824 b",18.46700000,0.0217700000
"HATS-76 b",835.57088200,0.0265800000
"HAT-P-55 b",184.34140000,0.0460400000
"TOI-3160 A b",378.21580433,0.0505000000
"TOI-3331 A b",721.47048389,0.0314400000
"Kepler-41 b",177.98000000,0.0310100000
"Kepler-25 c",15.22398070,
"HD 50554 b",1859.29618095,2.3390000000
"Kepler-41 b",177.98480000,0.0239600000
"TOI-561 d",11.00000000,0.1560000000
"Kepler-94 b",10.84000000,
"TOI-4201 b",825.00000000,0.0394400000
"WASP-124 b",190.69800000,0.0449000000
"WASP-193 b",44.17814857,0.0676000000
"Kepler-412 b",298.43000000,0.0295900000
"TOI-1803 b",10.32000000,0.0600000000
"TOI-1130 c",336.00000000,0.0731000000
"KELT-4 A b",286.04556630,
"WASP-184 b",181.16310000,0.0627000000
"TOI-2447 b",124.90656395,0.3470000000
"TOI-1173 b",27.40000000,0.0696000000
"TOI-1278 b",5879.82552950,0.0950000000
"NGTS-12 b",66.10864000,0.0757000000
"WASP-110 b",154.78243421,
"K2-295 b",106.47305000,0.0451000000
"Kepler-7 b",140.16303000,0.0606700000
"Kepler-25 c",1322.12000000,0.1100000000
"GJ 3470 b",14.10000000,0.0359600000
"Kepler-18 d",16.40000000,0.1172000000
"WASP-22 b",186.87600000,0.0469800000
"55 Cnc c",56.69850000,0.2373500000
"WASP-68 b",301.93000000,0.0620600000
