galaxy,morphology,n_points,r_min,r_max,a0_inner,a0_inner_err,a0_outer,a0_outer_err,ratio,ratio_err,z_score,p_value,interpretation,success,reason
NGC4010,spiral,12.0,0.87,10.47,4.832930238571752e-11,2.2256466245630947e-12,1.274274985703132e-10,5.8682531729104654e-12,0.3792690190732254,0.024700631157491087,-25.130166794888652,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4013,spiral,36.0,5.49,31.01,7.847599703514623e-11,3.6139532186194533e-12,7.847599703514623e-11,3.6139532186194533e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4051,spiral,7.0,1.74,12.19,7.847599703514623e-11,3.6139532186194533e-12,2.976351441631313e-11,1.3706604922023199e-12,2.6366508987303665,0.17171700841726836,9.531093709443986,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4068,spiral,6.0,0.21,2.33,6.566227472174734e-12,3.023859498927504e-13,2.976351441631313e-11,1.3706604922023199e-12,0.22061331132911643,0.01436787018588819,-54.245109302030045,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4085,spiral,7.0,0.87,6.2,1e-12,4.6051701859880916e-14,4.832930238571752e-11,2.2256466245630947e-12,0.0206913808111479,0.0013475663443437676,-726.723862835675,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4088,spiral,12.0,1.74,21.48,6.951927961775591e-12,3.2014811384705916e-13,2.976351441631313e-11,1.3706604922023199e-12,0.23357214690901215,0.015211839510542615,-50.383640490015196,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4100,spiral,24.0,2.61,22.76,1.639416601584053e-10,7.5497924560288e-12,1.274274985703132e-10,5.8682531729104654e-12,1.2865485236527967,0.0837889702317788,3.4198835820531057,0.00031323970038898974,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4138,spiral,7.0,2.61,18.58,2.0691380811147902e-10,9.528733001842442e-12,7.847599703514623e-11,3.6139532186194533e-12,2.6366508987303554,0.17171700841726764,9.531093709443962,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4157,spiral,17.0,1.74,29.61,4.832930238571752e-11,2.2256466245630947e-12,7.847599703514623e-11,3.6139532186194533e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4183,spiral,23.0,0.87,21.02,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4214,spiral,14.0,0.21,5.63,2.1500987251860233e-10,9.901570546157678e-12,3.3598182862837877e-10,1.5472535002331705e-11,0.6399449440357069,0.0416776568314308,-8.63904267508535,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4217,spiral,19.0,0.87,16.72,4.281332398719396e-12,1.971626431888744e-13,4.832930238571752e-11,2.2256466245630947e-12,0.08858667904100832,0.005769379449462829,-157.9742377741944,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4389,spiral,6.0,0.87,5.32,1e-12,4.6051701859880916e-14,1e-12,4.6051701859880916e-14,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4559,spiral,32.0,0.67,20.97,4.832930238571752e-11,2.2256466245630947e-12,4.832930238571752e-11,2.2256466245630947e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5005,spiral,18.0,0.49,11.47,4.832930238571752e-11,2.2256466245630947e-12,1.274274985703132e-10,5.8682531729104654e-12,0.3792690190732254,0.024700631157491087,-25.130166794888652,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5033,spiral,22.0,0.76,44.59,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5055,spiral,28.0,0.72,54.59,4.832930238571752e-11,2.2256466245630947e-12,4.832930238571752e-11,2.2256466245630947e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5371,spiral,19.0,1.45,46.24,4.832930238571752e-11,2.2256466245630947e-12,2.976351441631313e-11,1.3706604922023199e-12,1.6237767391887243,0.10575161244338435,5.898508067880972,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC5585,spiral,24.0,0.09,10.96,4.832930238571752e-11,2.2256466245630947e-12,1.274274985703132e-10,5.8682531729104654e-12,0.3792690190732254,0.024700631157491087,-25.130166794888652,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5907,spiral,19.0,5.03,50.33,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC5985,spiral,33.0,3.54,34.72,5.455594781168515e-10,2.512394243306947e-11,3.3598182862837877e-10,1.5472535002331705e-11,1.6237767391887177,0.10575161244338392,5.8985080678809325,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC6015,spiral,44.0,0.34,29.23,1.842269270641269e-10,8.4839635197192e-12,1.274274985703132e-10,5.8682531729104654e-12,1.4457391782078524,0.09415657065295856,4.734020951663095,1.1005749497305928e-06,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC6195,spiral,23.0,1.33,36.43,2.976351441631313e-11,1.3706604922023199e-12,4.832930238571752e-11,2.2256466245630947e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC6503,spiral,31.0,0.76,23.5,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC6674,spiral,15.0,2.5,72.41,1.3348692813783624e-10,6.147300216794984e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0475519776775615,0.06822385620144224,0.6969992657283456,0.24290162666481852,Slight excess of a0_inner > a0_outer (not significant),True,
NGC6789,spiral,,,,,,,,,,,,,False,Scale dependence failed
NGC6946,spiral,58.0,0.19,20.4,7.847599703514623e-11,3.6139532186194533e-12,7.847599703514623e-11,3.6139532186194533e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC7331,spiral,36.0,2.67,36.31,4.832930238571752e-11,2.2256466245630947e-12,7.847599703514623e-11,3.6139532186194533e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC7793,spiral,46.0,0.11,7.87,7.847599703514623e-11,3.6139532186194533e-12,7.847599703514623e-11,3.6139532186194533e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC7814,spiral,18.0,0.63,19.53,2.0691382135597846e-10,9.528733611774182e-12,2.0734015569610443e-10,9.548367033698292e-12,0.9979437927077144,0.06499302684889707,-0.03163735237421875,0.5126193722988946,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
PGC51017,spiral,6.0,0.33,3.63,1.6237767391887243e-12,7.477768228012875e-14,1e-12,4.6051701859880916e-14,1.6237767391887243,0.10575161244338435,5.898508067880972,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC00128,spiral,22.0,1.25,53.75,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC00191,spiral,,,,,,,,,,,,,False,Scale dependence failed
UGC00634,spiral,,,,,,,,,,,,,False,Scale dependence failed
UGC00731,spiral,12.0,0.91,10.91,3.3598182862837877e-10,1.5472535002331705e-11,7.847599703514623e-11,3.6139532186194533e-12,4.281332398719396,0.2788300839910336,11.768215078344683,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC00891,spiral,,,,,,,,,,,,,False,Scale dependence failed
UGC01230,spiral,11.0,0.78,36.54,2.0691380811147902e-10,9.528733001842442e-12,2.976351441631313e-11,1.3706604922023199e-12,6.9519279617756204,0.45275780457067866,13.145942271319772,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC01281,spiral,25.0,0.08,4.99,2.976351441631313e-11,1.3706604922023199e-12,1.274274985703132e-10,5.8682531729104654e-12,0.23357214690901212,0.015211839510542613,-50.3836404900152,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC02023,spiral,,,,,,,,,,,,,False,Scale dependence failed
UGC02259,spiral,8.0,1.02,8.14,3.3598182862837877e-10,1.5472535002331705e-11,2.0691380811147902e-10,9.528733001842442e-12,1.6237767391887241,0.10575161244338434,5.89850806788097,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC02455,spiral,8.0,0.5,4.03,1e-12,4.6051701859880916e-14,1e-12,4.6051701859880916e-14,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC02487,spiral,17.0,9.93,80.38,3.3598182862837877e-10,1.5472535002331705e-11,2.0691380811147902e-10,9.528733001842442e-12,1.6237767391887241,0.10575161244338434,5.89850806788097,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC02885,spiral,19.0,1.7,74.07,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC02916,spiral,43.0,0.37,38.0,4.832930238571752e-11,2.2256466245630947e-12,4.832930238571752e-11,2.2256466245630947e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC02953,spiral,115.0,0.09,62.39,2.0794956870510837e-10,9.576431539898474e-12,1.8848050922971042e-10,8.679848217445157e-12,1.1032948157608704,0.07185421674745278,1.4375609454337583,0.07527933438677736,MARGINAL (>1σ) evidence for a0_inner > a0_outer,True,
UGC03205,spiral,48.0,0.28,40.04,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC03546,spiral,30.0,0.63,29.23,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC03580,spiral,47.0,0.11,27.06,4.832930238571752e-11,2.2256466245630947e-12,7.847599703514623e-11,3.6139532186194533e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
