galaxy,morphology,n_points,r_min,r_max,a0_inner,a0_inner_err,a0_outer,a0_outer_err,ratio,ratio_err,z_score,p_value,interpretation,success,reason
NGC2403,spiral,73.0,0.16,20.87,1.6576439540123659e-10,7.633732516001163e-12,1.274274985703132e-10,5.8682531729104654e-12,1.3008526202040251,0.08472055228880102,3.551117315411954,0.00019179969497751248,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC2683,spiral,11.0,2.89,34.62,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC2955,spiral,24.0,0.75,35.43,7.847599703514623e-11,3.6139532186194533e-12,7.847599703514623e-11,3.6139532186194533e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC2998,spiral,13.0,0.33,42.28,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC3109,spiral,25.0,0.26,6.45,7.847599703514623e-11,3.6139532186194533e-12,2.0691380811147902e-10,9.528733001842442e-12,0.37926901907322536,0.024700631157491083,-25.130166794888662,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC3521,spiral,41.0,0.51,17.74,1.274274985703132e-10,5.8682531729104654e-12,2.0691380811147902e-10,9.528733001842442e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC3741,spiral,21.0,0.23,7.0,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC3769,spiral,12.0,1.74,37.16,7.847599703514623e-11,3.6139532186194533e-12,7.847599703514623e-11,3.6139532186194533e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC3893,spiral,10.0,1.74,19.05,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC3917,spiral,17.0,0.87,14.86,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC3949,spiral,7.0,1.74,7.07,4.832930238571752e-11,2.2256466245630947e-12,7.847599703514623e-11,3.6139532186194533e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC3972,spiral,10.0,0.87,8.72,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4010,spiral,12.0,0.87,10.47,4.832930238571752e-11,2.2256466245630947e-12,1.274274985703132e-10,5.8682531729104654e-12,0.3792690190732254,0.024700631157491087,-25.130166794888652,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4051,spiral,7.0,1.74,12.19,7.847599703514623e-11,3.6139532186194533e-12,2.976351441631313e-11,1.3706604922023199e-12,2.6366508987303665,0.17171700841726836,9.531093709443986,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4088,spiral,12.0,1.74,21.48,6.951927961775591e-12,3.2014811384705916e-13,2.976351441631313e-11,1.3706604922023199e-12,0.23357214690901215,0.015211839510542615,-50.383640490015196,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4100,spiral,24.0,2.61,22.76,1.639416601584053e-10,7.5497924560288e-12,1.274274985703132e-10,5.8682531729104654e-12,1.2865485236527967,0.0837889702317788,3.4198835820531057,0.00031323970038898974,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4138,spiral,7.0,2.61,18.58,2.0691380811147902e-10,9.528733001842442e-12,7.847599703514623e-11,3.6139532186194533e-12,2.6366508987303554,0.17171700841726764,9.531093709443962,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4157,spiral,17.0,1.74,29.61,4.832930238571752e-11,2.2256466245630947e-12,7.847599703514623e-11,3.6139532186194533e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC4183,spiral,23.0,0.87,21.02,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC4559,spiral,32.0,0.67,20.97,4.832930238571752e-11,2.2256466245630947e-12,4.832930238571752e-11,2.2256466245630947e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5005,spiral,18.0,0.49,11.47,4.832930238571752e-11,2.2256466245630947e-12,1.274274985703132e-10,5.8682531729104654e-12,0.3792690190732254,0.024700631157491087,-25.130166794888652,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5033,spiral,22.0,0.76,44.59,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5055,spiral,28.0,0.72,54.59,4.832930238571752e-11,2.2256466245630947e-12,4.832930238571752e-11,2.2256466245630947e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC5371,spiral,19.0,1.45,46.24,4.832930238571752e-11,2.2256466245630947e-12,2.976351441631313e-11,1.3706604922023199e-12,1.6237767391887243,0.10575161244338435,5.898508067880972,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC5585,spiral,24.0,0.09,10.96,4.832930238571752e-11,2.2256466245630947e-12,1.274274985703132e-10,5.8682531729104654e-12,0.3792690190732254,0.024700631157491087,-25.130166794888652,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC6015,spiral,44.0,0.34,29.23,1.842269270641269e-10,8.4839635197192e-12,1.274274985703132e-10,5.8682531729104654e-12,1.4457391782078524,0.09415657065295856,4.734020951663095,1.1005749497305928e-06,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
NGC6195,spiral,23.0,1.33,36.43,2.976351441631313e-11,1.3706604922023199e-12,4.832930238571752e-11,2.2256466245630947e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC6503,spiral,31.0,0.76,23.5,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC6674,spiral,15.0,2.5,72.41,1.3348692813783624e-10,6.147300216794984e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0475519776775615,0.06822385620144224,0.6969992657283456,0.24290162666481852,Slight excess of a0_inner > a0_outer (not significant),True,
NGC7331,spiral,36.0,2.67,36.31,4.832930238571752e-11,2.2256466245630947e-12,7.847599703514623e-11,3.6139532186194533e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
NGC7814,spiral,18.0,0.63,19.53,2.0691382135597846e-10,9.528733611774182e-12,2.0734015569610443e-10,9.548367033698292e-12,0.9979437927077144,0.06499302684889707,-0.03163735237421875,0.5126193722988946,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC00128,spiral,22.0,1.25,53.75,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC00191,spiral,,,,,,,,,,,,,False,Scale dependence failed
UGC00731,spiral,12.0,0.91,10.91,3.3598182862837877e-10,1.5472535002331705e-11,7.847599703514623e-11,3.6139532186194533e-12,4.281332398719396,0.2788300839910336,11.768215078344683,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC00891,spiral,,,,,,,,,,,,,False,Scale dependence failed
UGC01230,spiral,11.0,0.78,36.54,2.0691380811147902e-10,9.528733001842442e-12,2.976351441631313e-11,1.3706604922023199e-12,6.9519279617756204,0.45275780457067866,13.145942271319772,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC02259,spiral,8.0,1.02,8.14,3.3598182862837877e-10,1.5472535002331705e-11,2.0691380811147902e-10,9.528733001842442e-12,1.6237767391887241,0.10575161244338434,5.89850806788097,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC02885,spiral,19.0,1.7,74.07,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC02916,spiral,43.0,0.37,38.0,4.832930238571752e-11,2.2256466245630947e-12,4.832930238571752e-11,2.2256466245630947e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC02953,spiral,115.0,0.09,62.39,2.0794956870510837e-10,9.576431539898474e-12,1.8848050922971042e-10,8.679848217445157e-12,1.1032948157608704,0.07185421674745278,1.4375609454337583,0.07527933438677736,MARGINAL (>1σ) evidence for a0_inner > a0_outer,True,
UGC03205,spiral,48.0,0.28,40.04,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC04278,spiral,25.0,0.14,6.69,7.847599703514623e-11,3.6139532186194533e-12,2.0691386792347744e-10,9.52873575628676e-12,0.37926890943901764,0.02470062401735047,-25.130178497715768,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC04499,spiral,9.0,0.91,8.18,7.847599703514623e-11,3.6139532186194533e-12,7.847599703514623e-11,3.6139532186194533e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC05005,spiral,11.0,0.78,28.61,2.976351441631313e-11,1.3706604922023199e-12,4.832930238571752e-11,2.2256466245630947e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC05253,spiral,73.0,0.13,53.29,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC05716,spiral,12.0,1.03,12.37,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC05721,spiral,23.0,0.09,6.74,5.455594781168515e-10,2.512394243306947e-11,2.835289715025751e-10,1.3056991664275263e-11,1.9241754210359294,0.1253156597748426,7.3747799971401475,8.22675261247241e-14,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC05750,spiral,,,,,,,,,,,,,False,Scale dependence failed
UGC05829,spiral,11.0,0.63,6.91,1.274274985703132e-10,5.8682531729104654e-12,4.832930238571752e-11,2.2256466245630947e-12,2.6366508987303554,0.17171700841726764,9.531093709443962,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC05986,spiral,15.0,0.63,9.41,2.0043084763181669e-10,9.230181638663641e-12,3.3598182862837877e-10,1.5472535002331705e-11,0.5965526422963436,0.03885164894141742,-10.384304622745761,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC06399,spiral,9.0,0.87,7.85,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC06446,spiral,17.0,0.58,10.22,3.3598182862837877e-10,1.5472535002331705e-11,1.274274985703132e-10,5.8682531729104654e-12,2.6366508987303665,0.17171700841726836,9.531093709443986,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC06628,spiral,7.0,1.1,7.69,1.1288378916846884e-11,5.198490603599981e-13,1e-12,4.6051701859880916e-14,11.288378916846884,0.7351775915480192,13.99441309845049,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC06667,spiral,9.0,0.87,7.85,5.455594781168515e-10,2.512394243306947e-11,3.3598182862837877e-10,1.5472535002331705e-11,1.6237767391887177,0.10575161244338392,5.8985080678809325,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC06786,spiral,45.0,0.16,34.05,3.3598182862837877e-10,1.5472535002331705e-11,3.3598182862837877e-10,1.5472535002331705e-11,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC06787,spiral,71.0,0.12,37.19,2.069138201897372e-10,9.528733558066787e-12,3.3598182862837877e-10,1.5472535002331705e-11,0.6158482470151667,0.04010831265807173,-9.577858741148598,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC06818,spiral,8.0,0.87,6.98,1.1288378916846884e-11,5.198490603599981e-13,7.847599703514623e-11,3.6139532186194533e-12,0.143844988828766,0.009368184149591152,-91.38964365987601,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC06917,spiral,11.0,1.74,10.47,1.274274985703132e-10,5.8682531729104654e-12,1.274274985703132e-10,5.8682531729104654e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC06930,spiral,10.0,1.74,16.61,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC06983,spiral,17.0,1.74,15.68,1.9837731175564794e-10,9.135612816735748e-12,1.274274985703132e-10,5.8682531729104654e-12,1.5567857329176509,0.10138869310761998,5.491595915203734,1.991589526628701e-08,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC07089,spiral,12.0,0.87,9.16,2.976351441631313e-11,1.3706604922023199e-12,4.832930238571752e-11,2.2256466245630947e-12,0.6158482110660254,0.040108310316814104,-9.577860196542149,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC07125,spiral,13.0,1.44,18.68,2.976351441631313e-11,1.3706604922023199e-12,1.5467920121249418e-11,7.123240458162313e-13,1.9242092138441291,0.12531786059707997,7.374920138603644,8.22675261247241e-14,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC07261,spiral,7.0,0.95,6.67,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC07399,spiral,10.0,0.61,6.13,5.455594781168515e-10,2.512394243306947e-11,5.455594781168515e-10,2.512394243306947e-11,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC07524,spiral,31.0,0.35,10.69,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC08286,spiral,17.0,0.47,8.04,3.3598182862837877e-10,1.5472535002331705e-11,1.8860736152809987e-10,8.68568998167083e-12,1.7813823697349276,0.11601598509891613,6.735126793680327,8.189338096542542e-12,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC08490,spiral,30.0,0.34,10.15,2.0854593947860676e-10,9.60389542895757e-12,1.3863546556681286e-10,6.3843991274886525e-12,1.504275537474946,0.0979688646892392,5.147304085583989,1.3212838123610737e-07,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC09133,spiral,68.0,0.32,108.31,7.847599703514623e-11,3.6139532186194533e-12,7.847599703514623e-11,3.6139532186194533e-12,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC10310,spiral,7.0,1.1,7.74,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC11820,spiral,10.0,0.26,15.82,7.847599703514623e-11,3.6139532186194533e-12,4.832930238571752e-11,2.2256466245630947e-12,1.6237767391887243,0.10575161244338435,5.898508067880972,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC11914,spiral,65.0,0.28,9.83,3.3598182862837877e-10,1.5472535002331705e-11,3.3598182862837877e-10,1.5472535002331705e-11,1.0,0.06512694134060588,0.0,0.5,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
UGC12506,spiral,31.0,0.82,49.99,3.3598182862837877e-10,1.5472535002331705e-11,1.274274985703132e-10,5.8682531729104654e-12,2.6366508987303665,0.17171700841726836,9.531093709443986,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC12632,spiral,15.0,0.71,10.66,1.274274985703132e-10,5.8682531729104654e-12,7.847599703514623e-11,3.6139532186194533e-12,1.6237767391887175,0.10575161244338391,5.898508067880932,1.8340151619611333e-09,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGC12732,spiral,16.0,0.96,15.4,2.0691380811147902e-10,9.528733001842442e-12,7.847599703514623e-11,3.6139532186194533e-12,2.6366508987303554,0.17171700841726764,9.531093709443962,0.0,STRONG EVIDENCE (>3σ) for a0_inner > a0_outer [SDH+],True,
UGCA442,dwarf,8.0,0.42,6.33,7.847599703514623e-11,3.6139532186194533e-12,1.274274985703132e-10,5.8682531729104654e-12,0.6158482110660279,0.04010831031681427,-9.577860196542044,1.0,Consistent with ΛCDM (a0_inner ≈ a0_outer),True,
